n,rtk,p,m,n,hz,t,v,
1,0.05,NaN,NaN,NaN,NaN,NaN,NaN,
2,0.04,410,750,410,17.8945518154,75.9637565321,1.80901259324,
3,0.04,616,750,616,17.1499881423,0.0,0.0,
4,0.03,626,750,626,17.2413532289,0.0,0.0,
5,0.03,630,750,630,16.6797396018,0.0,0.0,
6,0.03,632,750,632,16.7821835263,0.0,0.0,
7,0.03,628,750,628,16.6902929543,0.0,0.0,
8,0.03,631,750,631,16.7456003066,0.0,0.0,
9,0.02,642,750,642,16.7271683124,0.0,0.0,
10,0.02,631,750,631,16.7361788894,0.0,0.0,
11,0.02,644,750,644,16.6808009704,0.0,0.0,
12,0.02,618,750,618,16.9164724008,0.0,0.0,
13,0.02,644,750,644,17.0485608952,0.0,0.0,
14,0.03,639,750,639,16.8446620268,0.0,0.0,
15,0.03,649,750,649,16.6945446151,0.0,0.0,
16,0.03,617,750,617,16.6956078687,0.0,0.0,
17,0.02,643,750,643,16.7367131542,0.0,0.0,
18,0.02,641,750,641,16.982019151,0.0,0.0,
19,0.02,643,750,643,17.0578517774,0.0,0.0,
20,0.02,624,750,624,17.0668750025,0.0,0.0,
21,0.02,640,750,640,17.0727104729,0.0,0.0,
22,0.02,647,750,647,17.0765334788,0.0,0.0,
23,0.02,625,750,625,17.0639587631,0.0,0.0,
24,0.04,599,750,599,17.3208123756,0.0,0.0,
25,0.04,644,750,644,17.0036364226,0.0,0.0,
26,0.04,624,750,624,17.2223800803,0.0,0.0,
27,0.04,601,750,601,17.2744435841,0.0,0.0,
28,0.04,606,750,606,17.2448976236,0.0,0.0,
29,0.04,625,750,625,17.1356247268,0.0,0.0,
30,0.04,641,750,641,17.1641649343,0.0,0.0,
31,0.04,654,750,654,17.2616468574,0.0,0.0,
32,0.05,620,750,620,17.4793983922,0.0,0.0,
33,0.05,665,750,665,17.2380936724,0.0,0.0,
34,0.01,639,750,639,16.7644079923,0.0,0.0,
35,0.01,634,750,634,17.3325509319,0.0,0.0,
36,0.01,639,750,639,17.5759368754,0.0,0.0,
37,0.01,640,750,640,17.1889251348,0.0,0.0,
38,0.01,636,750,636,17.0898926764,0.0,0.0,
39,0.0,618,750,618,17.3040195718,0.0,0.0,
40,0.0,641,750,641,17.4809282475,0.0,0.0,
41,0.0,630,750,630,17.3135910508,0.0,0.0,
42,0.01,647,750,647,17.1142294055,0.0,0.0,
43,0.01,640,750,640,17.3165932464,0.0,0.0,
44,0.02,631,750,631,17.4663690575,0.0,0.0,
45,0.02,635,750,635,17.5106312806,0.0,0.0,
46,0.02,658,750,658,17.4185676613,0.0,0.0,
47,0.01,655,750,655,17.313376648,0.0,0.0,
48,0.01,643,750,643,17.3852836821,0.0,0.0,
49,0.01,645,750,645,17.4668782196,0.0,0.0,
50,0.01,648,750,648,17.3958110406,0.0,0.0,
51,0.01,628,750,628,17.6183883325,0.0,0.0,
52,0.01,634,750,634,17.3638358297,0.0,0.0,
53,0.01,632,750,632,17.6409894052,0.0,0.0,
54,0.03,627,750,627,17.6594094589,0.0,0.0,
55,0.03,628,750,628,17.570414806,0.0,0.0,
56,0.03,637,750,637,17.4715347927,0.0,0.0,
57,0.03,624,750,624,17.4021624582,0.0,0.0,
58,0.03,638,750,638,17.3524138131,0.0,0.0,
59,0.01,655,750,655,17.4079405002,0.0,0.0,
60,0.01,633,750,633,17.4983583441,0.0,0.0,
61,0.01,648,750,648,17.3979757757,0.0,0.0,
62,0.01,637,750,637,17.5226286216,0.0,0.0,
63,0.01,636,750,636,17.4192187253,0.0,0.0,
64,0.02,613,750,613,17.6232741452,0.0,0.0,
65,0.02,643,750,643,17.5493891213,0.0,0.0,
66,0.02,638,750,638,17.5534286133,0.0,0.0,
67,0.01,613,750,613,17.625495865,0.0,0.0,
68,0.01,611,750,611,17.6441804506,0.0,0.0,
69,0.03,613,750,613,17.6391346768,0.0,0.0,
70,0.03,626,750,626,17.5676182817,0.0,0.0,
71,0.03,611,750,611,17.5852217699,0.0,0.0,
72,0.02,627,750,627,17.5629103578,0.0,0.0,
73,0.02,593,750,593,17.7411269071,0.0,0.0,
74,0.04,615,750,615,17.5753476893,0.0,0.0,
75,0.04,616,750,616,17.5638664506,0.0,0.0,
76,0.04,601,750,601,17.7745834252,0.0,0.0,
77,0.05,588,750,588,17.7402264528,0.0,0.0,
78,0.05,608,750,608,17.7207390289,0.0,0.0,
79,0.06,608,750,608,17.6959918994,0.0,0.0,
80,0.06,592,750,592,17.677197478,0.0,0.0,
81,0.06,603,750,603,17.7430782052,0.0,0.0,
82,0.05,620,750,620,17.7298777936,0.0,0.0,
83,0.05,608,750,608,17.7455554709,0.0,0.0,
84,0.06,599,750,599,17.796152508,0.0,0.0,
85,0.06,593,750,593,17.8211807695,0.0,0.0,
86,0.06,607,750,607,17.6391346768,0.0,0.0,
87,0.05,612,750,612,17.5401420172,0.0,0.0,
