n,rtk,p,m,n,hz,t,v,
1,0.03,NaN,NaN,NaN,NaN,NaN,NaN,
2,0.03,388,750,388,19.2621929937,80.1341930569,2.18131550099,
3,0.03,623,750,623,18.2548353963,0.0,0.0,
4,0.03,625,750,625,18.1077753313,0.0,0.0,
5,0.03,634,750,634,18.0923098159,0.0,0.0,
6,0.05,626,750,626,18.0027727583,0.0,0.0,
7,0.05,665,750,665,17.8269373807,0.0,0.0,
8,0.05,613,750,613,17.8718298337,0.0,0.0,
9,0.06,651,750,651,17.5042735043,0.0,0.0,
10,0.06,626,750,626,17.7091418824,0.0,0.0,
11,0.04,642,750,642,17.5410956326,0.0,0.0,
12,0.04,617,750,617,17.5207986967,0.0,0.0,
13,0.04,655,750,655,17.524532149,0.0,0.0,
14,0.04,620,750,620,17.598502935,0.0,0.0,
15,0.04,644,750,644,17.4807096804,0.0,0.0,
16,0.05,612,750,612,17.5512250235,0.0,0.0,
17,0.05,628,750,628,17.4401510206,0.0,0.0,
18,0.05,623,750,623,17.4328298656,0.0,0.0,
19,0.04,633,750,633,16.7173678232,0.0,0.0,
20,0.04,617,750,617,17.2431961323,0.0,0.0,
21,0.06,632,750,632,17.2690382082,0.0,0.0,
22,0.06,625,750,625,17.2538359647,0.0,0.0,
23,0.06,648,750,648,17.2402193303,0.0,0.0,
24,0.05,624,750,624,17.3659207121,0.0,0.0,
25,0.05,656,750,656,17.1839251402,0.0,0.0,
26,0.04,652,750,652,17.31695072,0.0,0.0,
27,0.04,657,750,657,17.3283260827,0.0,0.0,
28,0.04,613,750,613,17.4733544409,0.0,0.0,
29,0.03,661,750,661,17.2846234047,0.0,0.0,
30,0.03,635,750,635,17.3196680018,0.0,0.0,
31,0.06,646,750,646,17.5033238882,0.0,0.0,
32,0.06,637,750,637,17.6637973148,0.0,0.0,
33,0.06,650,750,650,17.7003979558,0.0,0.0,
34,0.05,628,750,628,17.7882277101,0.0,0.0,
35,0.05,648,750,648,17.622385614,0.0,0.0,
36,0.03,643,750,643,17.6794328154,0.0,0.0,
37,0.03,640,750,640,17.8220894609,0.0,0.0,
38,0.03,640,750,640,17.8929487097,0.0,0.0,
39,0.04,653,750,653,17.5137022051,0.0,0.0,
40,0.04,638,750,638,17.2467412847,0.0,0.0,
41,0.03,633,750,633,17.2705314606,0.0,0.0,
42,0.03,619,750,619,17.6725795714,0.0,0.0,
43,0.03,636,750,636,17.5180179428,0.0,0.0,
44,0.02,632,750,632,17.567544701,0.0,0.0,
45,0.02,610,750,610,17.5694580001,0.0,0.0,
46,0.06,646,750,646,17.7169963546,0.0,0.0,
47,0.06,634,750,634,17.8377031263,0.0,0.0,
48,0.06,612,750,612,17.7088428021,0.0,0.0,
49,0.03,639,750,639,17.4653508224,0.0,0.0,
50,0.03,642,750,642,17.8399033636,0.0,0.0,
51,0.08,643,750,643,18.1333748373,0.0,0.0,
52,0.08,643,750,643,18.0286959587,0.0,0.0,
53,0.08,636,750,636,18.1926792135,0.0,0.0,
54,0.08,652,750,652,17.8718298337,0.0,0.0,
55,0.08,641,750,641,17.9230739647,0.0,0.0,
56,0.05,659,750,659,17.756598973,0.0,0.0,
57,0.05,638,750,638,17.7487844614,0.0,0.0,
58,0.05,644,750,644,17.9649122807,0.0,0.0,
59,0.05,634,750,634,17.8106618428,0.0,0.0,
60,0.05,625,750,625,18.1735242123,0.0,0.0,
61,0.05,582,750,582,18.3079830814,-90.0,0.126360214233,
62,0.05,550,750,550,18.3596729291,-90.0,0.43875,
63,0.05,550,750,550,18.2361836356,-90.0,0.737100133896,
64,0.03,555,750,555,18.0473137527,-90.0,0.737099464417,
65,0.03,562,750,562,17.6013093015,-90.0,0.702,
66,0.26,533,750,533,17.6562872285,-90.0,0.884518821716,
67,0.26,514,750,514,18.047935008,-90.0,0.8775,
68,0.26,520,750,520,18.206657059,-90.0,0.8775,
69,0.47,514,750,514,18.0115086659,-90.0,1.21305644989,
70,0.47,497,750,497,18.1139532975,-90.0,1.49175,
71,0.75,498,750,498,18.0623134794,-94.0856574606,1.4067395148,
72,0.75,493,750,493,18.3979261066,-94.3986367853,1.39569285096,
73,0.75,490,750,490,18.7459116405,-93.5763740628,1.66955761356,
74,1.17,520,750,520,18.687030519,-90.0,1.5795,
75,1.17,510,750,510,18.6842834424,-90.0,1.5795,
76,1.47,497,750,497,18.7016952478,-90.0,2.10599933052,
77,1.47,467,750,467,18.7955582244,-92.6025554427,2.37574110805,
78,1.47,482,750,482,18.7687282133,-93.3664648505,2.12825682718,
79,1.89,483,750,483,18.6191736065,-90.0,2.10782733223,
80,1.89,460,750,460,18.7388765531,-90.8184821299,2.52939299935,
81,2.29,489,750,489,18.5773624183,-90.0,2.7799193573,
82,2.29,462,750,462,18.7021121956,-90.0,2.72937634277,
83,2.29,475,750,475,18.0375346189,-91.7899106082,2.84310080338,
84,2.7,468,750,468,17.9998369232,-91.974953912,3.06037437709,
85,2.7,449,750,449,18.3786588145,-91.9091510179,3.18612576173,
86,3.12,466,750,466,18.3718966272,-92.2026017489,3.33911522712,
87,3.12,461,750,461,18.3925207416,-90.0,3.45866566086,
88,3.12,445,750,445,18.5414743692,-90.0,3.58174945826,
89,3.56,444,750,444,18.3661848483,-91.3322198539,3.6855,
90,3.56,469,750,469,18.5665896435,-91.8476134215,3.83863412444,
91,3.95,458,750,458,18.9659641237,-92.6025717649,3.92530510289,
92,3.95,444,750,444,19.0042047267,-92.489552922,4.00278577965,
93,3.95,444,750,444,19.0636317359,-93.5763414621,4.04507513064,
94,4.38,432,750,432,19.1215135628,-92.6698938605,4.09590518031,
95,4.38,454,750,454,18.9451470695,-90.0,4.21291396334,
96,4.58,473,750,473,18.9681083917,-87.6626941409,4.30333014217,
97,4.58,476,750,476,18.9365081515,-89.200574626,4.42440491457,
98,4.58,456,750,456,19.0959188505,-91.5911430798,4.56637375277,
99,4.91,466,750,466,19.0875762264,-93.0940638074,4.68214520447,
100,4.91,431,750,431,19.1717700834,-92.6629936889,4.63798413709,
101,5.05,434,750,434,19.2425746662,-93.3018656744,4.55597496304,
102,5.05,456,750,456,19.158896776,-92.7263014551,4.57058744173,
103,5.05,459,750,459,19.0451073877,-91.8476307771,4.71636366463,
104,5.23,456,750,456,19.2159507404,-90.8588979068,4.82704766136,
105,5.23,453,750,453,19.2344562556,-91.0230301887,4.94910080338,
106,5.31,451,750,451,18.8458071792,-92.009553813,5.00482800029,
107,5.31,432,750,432,18.6940267242,-92.8624105252,5.05878611018,
108,5.31,453,750,453,18.528778488,-91.9749340109,5.05878611018,
109,5.41,462,750,462,18.648727719,-91.3971833735,5.16077462655,
110,5.41,483,750,483,18.5870768467,-91.1691288637,5.17799359067,
111,5.6,463,750,463,18.8771051803,-90.9548412539,5.30862370288,
112,5.6,464,750,464,18.7758697871,-91.847610266,5.35510862511,
113,5.6,445,750,445,18.9082515868,-92.245736413,5.3556262764,
114,5.72,448,750,448,19.1087076361,-91.6365881838,5.3556262764,
115,5.72,433,750,433,19.1161103312,-91.591144172,5.44332990916,
116,5.72,451,750,451,18.9771196142,-92.7263155439,5.43715140579,
117,5.72,448,750,448,19.1149777828,-92.6629770117,5.45633454724,
118,5.72,458,750,458,19.2415153545,-91.1017034218,5.46178517689,
119,5.91,439,750,439,19.4340892031,-90.5184896192,5.53462624848,
120,5.91,435,750,435,19.6629506352,-91.8183029645,5.58487268633,
121,5.93,420,750,420,19.756588585,-91.8183029645,5.61050136367,
122,5.93,408,750,408,20.1284402789,-91.0913122412,5.56127712074,
123,5.93,427,750,427,20.0144299593,-91.1414457491,5.64071182251,
124,5.98,444,750,444,19.8676721361,-91.8476172783,5.68130225679,
125,5.98,453,750,453,19.8878320325,-92.1610737903,5.64364580901,
126,5.93,469,750,469,19.9389799246,-91.8475901055,5.70644936125,
127,5.93,455,750,455,19.8672957047,-91.7899180122,5.70644936125,
128,5.93,455,750,455,19.955676298,-91.5481547446,5.68760342988,
129,5.9,445,750,445,19.9032149382,-91.7623910237,5.68760409919,
130,5.9,432,750,432,20.1702565582,-93.1221093307,5.76999121155,
131,5.88,454,750,454,20.0630644421,-92.9356940158,5.7953278308,
132,5.88,444,750,444,20.1445847942,-91.7899108139,5.89659627356,
133,5.88,448,750,448,20.0782391406,-91.0416107855,5.89774114594,
134,5.89,470,750,470,20.0851618094,-91.0230146282,5.91364818478,
135,5.89,440,750,440,20.2835035593,-92.8624182035,5.92142019034,
136,5.98,450,750,450,20.1645352974,-92.8623995485,6.05729294425,
137,5.98,453,750,453,20.1689956626,-91.9749288193,6.11103047255,
138,5.98,437,750,437,20.2331125572,-91.432093656,6.004628088,
139,5.98,449,750,449,20.0601857609,-91.660282369,6.0665956833,
140,5.98,475,750,475,20.0546226523,-91.9749288193,6.11103047255,
141,6.17,444,750,444,20.1925908095,-92.4195092167,6.11770129965,
142,6.17,441,750,441,20.1897720271,-92.3859440304,6.23580913956,
143,6.17,438,750,438,20.1081754855,-91.3639252384,6.2308679271,
