n,rtk,p,m,n,hz,t,v,
1,0.03,NaN,NaN,NaN,NaN,NaN,NaN,
2,0.03,0,125,0,39.3174225239,NaN,NaN,
3,0.04,89,125,89,38.8501773789,0.0,0.0,
4,0.04,0,125,0,27.5321579079,NaN,NaN,
5,0.04,80,125,80,26.7364287718,0.0,0.0,
6,0.02,15,125,15,23.9704648584,0.0,0.0,
7,0.02,95,125,95,23.5449870888,0.0,0.0,
8,0.02,85,125,85,23.6618752116,0.0,0.0,
9,0.02,101,125,101,23.3561866578,0.0,0.0,
10,0.02,94,125,94,23.4626688669,0.0,0.0,
11,0.03,90,125,90,23.373757976,0.0,0.0,
12,0.03,89,125,89,23.2807362263,0.0,0.0,
13,0.01,89,125,89,23.1432859539,0.0,0.0,
14,0.01,94,125,94,23.2100093519,0.0,0.0,
15,0.01,97,125,97,23.2211887678,0.0,0.0,
16,0.01,97,125,97,23.4516491566,0.0,0.0,
17,0.01,95,125,95,23.3334483046,0.0,0.0,
18,0.03,94,125,94,23.2483468486,0.0,0.0,
19,0.03,95,125,95,23.5721134122,0.0,0.0,
20,0.03,75,125,75,23.5515975069,0.0,0.0,
21,0.01,72,125,72,23.4961850877,0.0,0.0,
22,0.01,72,125,72,23.3574873308,90.0,0.126360214233,
23,0.1,66,125,66,23.416952332,90.0,0.138995967865,
24,0.1,74,125,74,23.4786921402,90.0,0.126360214233,
25,0.1,71,125,71,23.5044803219,90.0,0.151631721497,
26,0.11,66,125,66,23.7602619444,90.0,0.126360214233,
27,0.11,67,125,67,23.468051297,90.0,0.115829303741,
28,0.12,58,125,58,23.2797025032,90.0,0.126360214233,
29,0.12,77,125,77,23.5609906808,0.0,0.0,
30,0.12,77,125,77,23.6832523998,0.0,0.0,
31,0.13,72,125,72,23.7540719933,0.0,0.0,
32,0.13,89,125,89,23.6199014501,0.0,0.0,
33,0.14,82,125,82,23.8441431454,0.0,0.0,
34,0.14,100,125,100,23.6613412763,0.0,0.0,
35,0.14,101,125,101,23.6272194682,0.0,0.0,
36,0.11,102,125,102,23.5510685368,0.0,0.0,
37,0.11,102,125,102,23.6127208958,0.0,0.0,
38,0.06,102,125,102,23.4384129645,0.0,0.0,
39,0.06,105,125,105,23.4203520057,0.0,0.0,
40,0.06,102,125,102,23.0877424753,0.0,0.0,
41,0.03,99,125,99,23.1434136544,0.0,0.0,
42,0.03,98,125,98,23.0749137642,0.0,0.0,
43,0.04,107,125,107,23.1133153686,0.0,0.0,
44,0.04,100,125,100,23.2975471027,0.0,0.0,
45,0.04,100,125,100,23.6139173516,0.0,0.0,
46,0.05,95,125,95,23.7669938122,0.0,0.0,
47,0.05,101,125,101,23.4752755095,0.0,0.0,
48,0.03,103,125,103,23.4692331366,0.0,0.0,
49,0.03,95,125,95,23.4802693821,0.0,0.0,
50,0.03,94,125,94,23.5200331971,0.0,0.0,
51,0.03,107,125,107,23.5205607739,0.0,0.0,
52,0.03,103,125,103,23.5677425155,0.0,0.0,
53,0.03,91,125,91,23.3264408344,0.0,0.0,
54,0.03,91,125,91,23.1358817364,0.0,0.0,
55,0.03,92,125,92,23.4819783001,0.0,0.0,
56,0.02,97,125,97,23.0376518018,0.0,0.0,
57,0.02,96,125,96,23.1798658163,0.0,0.0,
58,0.05,98,125,98,23.1492894003,0.0,0.0,
59,0.05,95,125,95,23.426892615,0.0,0.0,
60,0.05,97,125,97,23.4028411691,0.0,0.0,
61,0.06,91,125,91,23.4978963232,0.0,0.0,
62,0.06,98,125,98,23.5748957361,0.0,0.0,
63,0.03,91,125,91,23.710162296,0.0,0.0,
64,0.03,93,125,93,23.4049306385,0.0,0.0,
65,0.03,101,125,101,23.4692331366,0.0,0.0,
66,0.03,96,125,96,23.6238925343,0.0,0.0,
67,0.03,93,125,93,23.6799096683,0.0,0.0,
68,0.03,89,125,89,23.5183187359,0.0,0.0,
69,0.03,88,125,88,23.5415511377,0.0,0.0,
70,0.03,102,125,102,23.3824883765,0.0,0.0,
71,0.01,95,125,95,23.5160771253,0.0,0.0,
72,0.01,99,125,99,23.7202189748,0.0,0.0,
73,0.02,102,125,102,23.6625426645,0.0,0.0,
74,0.02,96,125,96,23.7113686472,0.0,0.0,
75,0.02,101,125,101,23.648534055,0.0,0.0,
76,0.01,102,125,102,23.3890078515,0.0,0.0,
77,0.01,80,125,80,23.5271574814,-90.0,0.1755,
78,0.04,74,125,74,23.7034625796,-90.0,0.42120160675,
79,0.04,64,125,64,23.9137479831,-108.434948823,0.479501605462,
80,0.04,68,125,68,23.8856941099,-116.565051177,0.47091471846,
81,0.08,65,125,65,23.9119756451,-116.565051177,0.565098859756,
82,0.08,67,125,67,23.8606918758,-108.434940039,0.652401812176,
83,0.34,68,125,68,23.8004403387,-116.565051177,0.585896400541,
84,0.34,68,125,68,23.7880217786,-116.565051177,0.565101254961,
85,0.34,61,125,61,23.8516007961,-108.434948823,0.799169836423,
86,0.52,54,125,54,23.8192277769,-104.03629307,0.868326759195,
87,0.52,68,125,68,23.7986847555,-116.565051177,0.706374472894,
88,0.69,60,125,60,23.8441431454,-116.565051177,0.784859860102,
89,0.69,53,125,53,23.7286731802,-108.434948823,0.959003316777,
90,0.69,61,125,61,23.8350646694,-108.434942499,1.10389725048,
91,0.92,53,125,53,23.8201746913,-108.434948823,1.10995945872,
92,0.92,55,125,55,23.8885509574,-116.565051177,1.17178920828,
93,1.06,52,125,52,23.8788948414,-113.198651575,1.27234449723,
94,1.06,48,125,48,23.887462554,-110.55604522,1.4994726573,
95,1.06,44,125,44,24.0448070077,-108.434948823,1.59833924943,
