n,rtk,p,m,n,hz,t,v,
1,0.03,NaN,NaN,NaN,NaN,NaN,NaN,
2,0.03,46,125,46,26.3893946734,0.0,0.0,
3,0.03,101,125,101,25.9086776043,0.0,0.0,
4,0.03,107,125,107,25.8612325431,0.0,0.0,
5,0.03,109,125,109,25.8840547512,0.0,0.0,
6,0.03,100,125,100,25.8838950155,0.0,0.0,
7,0.03,96,125,96,26.0612899217,0.0,0.0,
8,0.03,99,125,99,25.9686714464,0.0,0.0,
9,0.01,106,125,106,25.8303352034,0.0,0.0,
10,0.01,110,125,110,25.8671337297,0.0,0.0,
11,0.05,99,125,99,25.9834718935,0.0,0.0,
12,0.05,101,125,101,25.8685695607,0.0,0.0,
13,0.05,98,125,98,26.0687409102,0.0,0.0,
14,0.03,100,125,100,26.0523867201,0.0,0.0,
15,0.03,98,125,98,26.0891719745,0.0,0.0,
16,0.06,76,125,76,26.2743383343,0.0,0.0,
17,0.06,75,125,75,26.002318589,0.0,0.0,
18,0.06,70,125,70,26.153266739,0.0,0.0,
19,0.05,63,125,63,26.2184966401,0.0,0.0,
20,0.05,75,125,75,26.0476947536,90.0,0.126360214233,
21,0.12,72,125,72,26.2260378043,90.0,0.126360214233,
22,0.12,72,125,72,26.1937724042,90.0,0.126360214233,
23,0.14,70,125,70,26.0823580623,90.0,0.126360214233,
24,0.14,69,125,69,25.9537272519,90.0,0.151631721497,
25,0.14,61,125,61,26.0736025463,90.0,0.105301071167,
26,0.14,69,125,69,26.2157107855,90.0,0.126359544754,
27,0.14,67,125,67,26.0648529064,0.0,0.0,
28,0.14,69,125,69,26.1403900208,0.0,0.0,
29,0.16,63,125,63,26.3163759568,0.0,0.0,
30,0.16,83,125,83,25.9739783628,0.0,0.0,
31,0.11,75,125,75,25.9760695618,0.0,0.0,
32,0.11,76,125,76,26.0912817642,0.0,0.0,
33,0.11,91,125,91,25.984115774,0.0,0.0,
34,0.08,87,125,87,26.0551379692,0.0,0.0,
35,0.08,99,125,99,25.9181234513,0.0,0.0,
36,0.07,90,125,90,26.0287822466,0.0,0.0,
37,0.07,73,125,73,25.9423298161,0.0,0.0,
38,0.03,90,125,90,25.9362338915,0.0,0.0,
39,0.03,79,125,79,26.0770067706,0.0,0.0,
40,0.03,95,125,95,25.9113985828,0.0,0.0,
41,0.01,90,125,90,26.0131234572,0.0,0.0,
42,0.01,95,125,95,26.0097358907,0.0,0.0,
43,0.01,93,125,93,25.8664956337,0.0,0.0,
44,0.01,98,125,98,25.1187514598,0.0,0.0,
