n,rtk,p,m,n,hz,t,v,
1,0.0,NaN,NaN,NaN,NaN,NaN,NaN,
2,0.0,72,125,72,28.3809291814,78.690067526,1.81776069076,
3,0.01,100,125,100,27.9642638078,0.0,0.0,
4,0.01,99,125,99,27.9829205807,0.0,0.0,
5,0.01,102,125,102,27.9182880154,0.0,0.0,
6,0.02,94,125,94,28.0433523886,0.0,0.0,
7,0.02,95,125,95,27.8854346728,0.0,0.0,
8,0.01,98,125,98,27.7615880013,0.0,0.0,
9,0.01,99,125,99,27.8116583008,0.0,0.0,
10,0.01,99,125,99,28.1873374507,0.0,0.0,
11,0.01,95,125,95,28.0088948841,0.0,0.0,
12,0.01,95,125,95,28.3108159188,0.0,0.0,
13,0.01,88,125,88,28.184875079,0.0,0.0,
14,0.01,77,125,77,28.3615463158,90.0,0.126359879494,
15,0.01,89,125,89,28.2142621705,90.0,0.126360214233,
16,0.02,84,125,84,28.3446798446,90.0,0.151633060455,
17,0.02,82,125,82,28.1786263747,90.0,0.151631721497,
18,0.09,88,125,88,28.1625439798,90.0,0.151634399414,
19,0.09,87,125,87,28.1166683426,90.0,0.151631721497,
20,0.09,82,125,82,28.2942005815,90.0,0.138995967865,
21,0.13,83,125,83,28.1087543644,90.0,0.138995967865,
22,0.13,76,125,76,28.3809291814,90.0,0.126360214233,
23,0.13,80,125,80,28.3686438958,90.0,0.126360214233,
24,0.13,77,125,77,28.4600780322,90.0,0.105299732208,
25,0.13,72,125,72,28.5943429027,0.0,0.0,
26,0.16,89,125,89,28.3060393988,0.0,0.0,
27,0.16,82,125,82,28.6451172289,0.0,0.0,
28,0.14,85,125,85,28.4722493755,0.0,0.0,
29,0.14,100,125,100,28.1580063911,0.0,0.0,
30,0.14,90,125,90,28.3285987343,0.0,0.0,
31,0.1,95,125,95,28.3188441024,0.0,0.0,
32,0.1,98,125,98,28.1136529683,0.0,0.0,
33,0.07,95,125,95,28.3479365766,0.0,0.0,
34,0.07,100,125,100,28.1975703712,0.0,0.0,
35,0.07,99,125,99,28.05760959,0.0,0.0,
36,0.04,96,125,96,28.3029832718,0.0,0.0,
37,0.04,101,125,101,28.278176682,0.0,0.0,
38,0.05,96,125,96,28.0608006851,0.0,0.0,
39,0.05,96,125,96,28.3295554325,0.0,0.0,
40,0.05,97,125,97,28.2766515428,0.0,0.0,
41,0.04,91,125,91,28.3567526637,0.0,0.0,
42,0.04,92,125,92,28.2047757701,0.0,0.0,
43,0.05,80,125,80,28.3761289755,0.0,0.0,
44,0.05,85,125,85,28.4550579711,0.0,0.0,
45,0.05,83,125,83,28.3874600682,0.0,0.0,
46,0.04,85,125,85,28.3855389072,0.0,0.0,
47,0.04,87,125,87,28.4560232299,0.0,0.0,
48,0.02,90,125,90,28.4811429658,0.0,0.0,
49,0.02,104,125,104,28.289429666,0.0,0.0,
50,0.02,99,125,99,28.1754084265,0.0,0.0,
51,0.02,105,125,105,28.1293022507,0.0,0.0,
52,0.02,95,125,95,28.1928319845,0.0,0.0,
53,0.02,94,125,94,28.3703708714,0.0,0.0,
54,0.02,99,125,99,28.3414238607,0.0,0.0,
55,0.02,96,125,96,28.1833599871,0.0,0.0,
56,0.03,98,125,98,28.151580643,0.0,0.0,
57,0.03,101,125,101,28.203258538,0.0,0.0,
58,0.03,97,125,97,28.3303208376,0.0,0.0,
59,0.03,92,125,92,28.4203522134,0.0,0.0,
60,0.03,96,125,96,28.4049545919,0.0,0.0,
61,0.02,94,125,94,28.4608505065,0.0,0.0,
62,0.02,91,125,91,28.4575677803,0.0,0.0,
63,0.04,90,125,90,28.2957276143,0.0,0.0,
64,0.04,96,125,96,28.3366370079,0.0,0.0,
65,0.04,99,125,99,28.2229952965,0.0,0.0,
66,0.02,96,125,96,28.2494174064,0.0,0.0,
67,0.02,98,125,98,28.3905344669,0.0,0.0,
68,0.02,99,125,99,28.2949640773,0.0,0.0,
69,0.02,97,125,97,28.3663415888,0.0,0.0,
70,0.02,79,125,79,28.5218148188,-90.0,0.1755,
71,0.02,72,125,72,28.4786289967,-90.0,0.314422325134,
72,0.02,72,125,72,28.6361209539,-90.0,0.303263442993,
73,0.09,74,125,74,28.5861577782,-90.0,0.315900200844,
74,0.09,73,125,73,28.6294751643,-90.0,0.421198928833,
75,0.09,73,125,73,28.5886907683,-90.0,0.436700054169,
76,0.19,81,125,81,28.4284426491,-90.0,0.421200267792,
77,0.19,76,125,76,28.5680502391,-90.0,0.454896503448,
78,0.3,78,125,78,28.4504256402,-90.0,0.631801071167,
79,0.3,69,125,69,28.3784328717,-90.0,0.737099464417,
80,0.3,71,125,71,28.4867526505,-90.0,0.631799732208,
81,0.49,72,125,72,28.5282166736,-90.0,0.545874732971,
82,0.49,65,125,65,28.704320392,-90.0,0.737099464417,
