datetime,unix_time,latitude,longitude,elevation,speed
27:00.4,1440530820,4525.816489,7355.748279,40.965,0.01
27:00.4,1440530820,4525.816489,7355.748279,40.965,0.01
27:00.5,1440530820,4525.816489,7355.748279,40.965,0.01
27:00.5,1440530820,4525.816489,7355.748278,40.966,0.02
27:00.5,1440530821,4525.816489,7355.748278,40.966,0.02
27:00.6,1440530821,4525.816489,7355.748279,40.965,0.02
27:00.6,1440530821,4525.816489,7355.748279,40.965,0.02
27:00.6,1440530821,4525.816489,7355.748279,40.965,0.02
27:00.7,1440530821,4525.81649,7355.748278,40.965,0.04
27:00.7,1440530821,4525.81649,7355.748278,40.965,0.04
27:00.8,1440530821,4525.81649,7355.748277,40.969,0.04
27:00.8,1440530821,4525.81649,7355.748277,40.969,0.04
27:00.8,1440530821,4525.81649,7355.748277,40.969,0.04
27:00.9,1440530821,4525.816491,7355.748277,40.969,0.03
27:00.9,1440530821,4525.816491,7355.748277,40.969,0.03
27:01.0,1440530821,4525.816491,7355.748277,40.968,0.03
27:01.0,1440530821,4525.816491,7355.748277,40.968,0.01
27:01.0,1440530821,4525.816491,7355.748277,40.968,0.01
27:01.1,1440530821,4525.816492,7355.748277,40.97,0
27:01.1,1440530821,4525.816492,7355.748277,40.97,0
27:01.2,1440530821,4525.816492,7355.748276,40.969,0
27:01.2,1440530821,4525.816492,7355.748276,40.969,0.01
27:01.2,1440530821,4525.816492,7355.748276,40.969,0.01
27:01.3,1440530821,4525.816493,7355.748276,40.972,0
27:01.3,1440530821,4525.816493,7355.748276,40.972,0
27:01.4,1440530821,4525.816492,7355.748275,40.969,0
27:01.4,1440530821,4525.816492,7355.748275,40.969,0.04
27:01.4,1440530821,4525.816492,7355.748275,40.969,0.04
27:01.5,1440530821,4525.816493,7355.748275,40.97,0.03
27:01.5,1440530822,4525.816493,7355.748275,40.97,0.03
27:01.6,1440530822,4525.816493,7355.748274,40.973,0.03
27:01.6,1440530822,4525.816493,7355.748274,40.973,0.03
27:01.7,1440530822,4525.816493,7355.748274,40.973,0.03
27:01.7,1440530822,4525.816494,7355.748276,40.972,0.02
27:01.7,1440530822,4525.816494,7355.748276,40.972,0.02
27:01.8,1440530822,4525.81649,7355.748289,40.974,0.02
27:01.8,1440530822,4525.81649,7355.748289,40.974,0.33
27:01.9,1440530822,4525.81649,7355.748289,40.974,0.33
27:01.9,1440530822,4525.816486,7355.748305,40.978,0.58
27:01.9,1440530822,4525.816486,7355.748305,40.978,0.58
27:02.0,1440530822,4525.816479,7355.748326,40.978,0.58
27:02.0,1440530822,4525.816479,7355.748326,40.978,0.89
27:02.0,1440530822,4525.816479,7355.748326,40.978,0.89
27:02.1,1440530822,4525.816469,7355.748357,40.981,1.31
27:02.1,1440530822,4525.816469,7355.748357,40.981,1.31
27:02.2,1440530822,4525.816457,7355.748387,40.979,1.31
27:02.2,1440530822,4525.816457,7355.748387,40.979,1.61
27:02.2,1440530822,4525.816457,7355.748387,40.979,1.61
27:02.3,1440530822,4525.816441,7355.748428,40.978,2.01
27:02.3,1440530822,4525.816441,7355.748428,40.978,2.01
27:02.4,1440530822,4525.816429,7355.748481,40.98,2.01
27:02.4,1440530822,4525.816429,7355.748481,40.98,2.49
27:02.4,1440530822,4525.816429,7355.748481,40.98,2.49
27:02.5,1440530822,4525.816411,7355.748545,40.98,3.02
27:02.5,1440530823,4525.816411,7355.748545,40.98,3.02
27:02.6,1440530823,4525.816386,7355.748616,40.985,3.02
27:02.6,1440530823,4525.816386,7355.748616,40.985,3.58
27:02.6,1440530823,4525.816386,7355.748616,40.985,3.58
27:02.7,1440530823,4525.816364,7355.748705,40.991,4.2
27:02.7,1440530823,4525.816364,7355.748705,40.991,4.2
27:02.8,1440530823,4525.816338,7355.748788,40.998,4.2
27:02.8,1440530823,4525.816338,7355.748788,40.998,4.56
27:02.8,1440530823,4525.816338,7355.748788,40.998,4.56
27:02.9,1440530823,4525.816307,7355.748882,41.005,4.97
27:02.9,1440530823,4525.816307,7355.748882,41.005,4.97
27:03.0,1440530823,4525.816279,7355.748977,41.008,4.97
27:03.0,1440530823,4525.816279,7355.748977,41.008,5.21
27:03.0,1440530823,4525.816279,7355.748977,41.008,5.21
27:03.1,1440530823,4525.816247,7355.749082,41.011,5.51
27:03.1,1440530823,4525.816247,7355.749082,41.011,5.51
27:03.2,1440530823,4525.816221,7355.749197,41.01,5.51
27:03.2,1440530823,4525.816221,7355.749197,41.01,5.86
27:03.2,1440530823,4525.816221,7355.749197,41.01,5.86
27:03.3,1440530823,4525.816195,7355.749317,41.011,6.12
27:03.3,1440530823,4525.816195,7355.749317,41.011,6.12
27:03.4,1440530823,4525.816165,7355.749421,41.014,6.12
27:03.4,1440530823,4525.816165,7355.749421,41.014,5.96
27:03.4,1440530823,4525.816165,7355.749421,41.014,5.96
27:03.5,1440530823,4525.816135,7355.749538,41.015,6.05
27:03.5,1440530824,4525.816135,7355.749538,41.015,6.05
27:03.6,1440530824,4525.816098,7355.74965,41.013,6.05
27:03.6,1440530824,4525.816098,7355.74965,41.013,6.04
27:03.6,1440530824,4525.816098,7355.74965,41.013,6.04
27:03.7,1440530824,4525.816061,7355.749759,41.013,5.95
27:03.7,1440530824,4525.816061,7355.749759,41.013,5.95
27:03.8,1440530824,4525.816025,7355.749876,41.021,5.95
27:03.8,1440530824,4525.816025,7355.749876,41.021,6.03
27:03.8,1440530824,4525.816025,7355.749876,41.021,6.03
27:03.9,1440530824,4525.815986,7355.749995,41.022,6.13
27:03.9,1440530824,4525.815986,7355.749995,41.022,6.13
27:04.0,1440530824,4525.815948,7355.750126,41.027,6.13
27:04.0,1440530824,4525.815948,7355.750126,41.027,6.44
27:04.1,1440530824,4525.815948,7355.750126,41.027,6.44
27:04.1,1440530824,4525.815911,7355.750261,41.033,6.7
27:04.1,1440530824,4525.815911,7355.750261,41.033,6.7
27:04.2,1440530824,4525.815869,7355.750379,41.046,6.7
27:04.2,1440530824,4525.815869,7355.750379,41.046,6.57
27:04.2,1440530824,4525.815869,7355.750379,41.046,6.57
27:04.3,1440530824,4525.815828,7355.750507,41.055,6.66
27:04.3,1440530824,4525.815828,7355.750507,41.055,6.66
27:04.4,1440530824,4525.815795,7355.750633,41.051,6.66
27:04.4,1440530824,4525.815795,7355.750633,41.051,6.6
27:04.5,1440530824,4525.815795,7355.750633,41.051,6.6
27:04.5,1440530824,4525.815758,7355.75076,41.049,6.55
27:04.5,1440530825,4525.815758,7355.75076,41.049,6.55
27:04.6,1440530825,4525.815723,7355.750896,41.051,6.55
27:04.6,1440530825,4525.815723,7355.750896,41.051,6.69
27:04.6,1440530825,4525.815723,7355.750896,41.051,6.69
27:04.7,1440530825,4525.815695,7355.751031,41.049,6.71
27:04.7,1440530825,4525.815695,7355.751031,41.049,6.71
27:04.8,1440530825,4525.815656,7355.751157,41.059,6.71
27:04.8,1440530825,4525.815656,7355.751157,41.059,6.62
27:04.8,1440530825,4525.815656,7355.751157,41.059,6.62
27:04.9,1440530825,4525.815622,7355.751289,41.068,6.62
27:04.9,1440530825,4525.815622,7355.751289,41.068,6.62
27:05.0,1440530825,4525.815589,7355.751423,41.074,6.62
27:05.0,1440530825,4525.815589,7355.751423,41.074,6.65
27:05.1,1440530825,4525.815589,7355.751423,41.074,6.65
27:05.1,1440530825,4525.815554,7355.751553,41.074,6.62
27:05.1,1440530825,4525.815554,7355.751553,41.074,6.62
27:05.2,1440530825,4525.815517,7355.751687,41.081,6.62
27:05.2,1440530825,4525.815517,7355.751687,41.081,6.69
27:05.3,1440530825,4525.815517,7355.751687,41.081,6.69
27:05.3,1440530825,4525.815481,7355.751823,41.082,6.76
27:05.3,1440530825,4525.815481,7355.751823,41.082,6.76
27:05.4,1440530825,4525.815441,7355.751953,41.085,6.76
27:05.4,1440530825,4525.815441,7355.751953,41.085,6.7
27:05.4,1440530825,4525.815441,7355.751953,41.085,6.7
27:05.5,1440530825,4525.815401,7355.752087,41.092,6.77
27:05.5,1440530826,4525.815401,7355.752087,41.092,6.77
27:05.6,1440530826,4525.815365,7355.752228,41.08,6.77
27:05.6,1440530826,4525.815365,7355.752228,41.08,6.91
27:05.6,1440530826,4525.815365,7355.752228,41.08,6.91
27:05.7,1440530826,4525.815326,7355.752364,41.075,6.94
27:05.7,1440530826,4525.815326,7355.752364,41.075,6.94
27:05.8,1440530826,4525.815281,7355.752508,41.08,6.94
27:05.8,1440530826,4525.815281,7355.752508,41.08,7.16
27:05.9,1440530826,4525.815281,7355.752508,41.08,7.16
27:05.9,1440530826,4525.815239,7355.752648,41.08,7.24
27:05.9,1440530826,4525.815239,7355.752648,41.08,7.24
27:06.0,1440530826,4525.815204,7355.752781,41.08,7.24
27:06.0,1440530826,4525.815204,7355.752781,41.08,7.04
27:06.0,1440530826,4525.815204,7355.752781,41.08,7.04
27:06.1,1440530826,4525.815166,7355.752919,41.087,7.04
27:06.1,1440530826,4525.815166,7355.752919,41.087,7.04
27:06.2,1440530826,4525.815122,7355.753059,41.093,7.04
27:06.2,1440530826,4525.815122,7355.753059,41.093,7.13
27:06.3,1440530826,4525.815122,7355.753059,41.093,7.13
27:06.3,1440530826,4525.815081,7355.753193,41.094,7.05
27:06.3,1440530826,4525.815081,7355.753193,41.094,7.05
27:06.4,1440530826,4525.815035,7355.753339,41.092,7.05
27:06.4,1440530826,4525.815035,7355.753339,41.092,7.27
27:06.4,1440530826,4525.815035,7355.753339,41.092,7.27
27:06.5,1440530826,4525.814985,7355.753482,41.093,7.4
27:06.5,1440530827,4525.814985,7355.753482,41.093,7.4
27:06.6,1440530827,4525.814985,7355.753482,41.093,7.4
27:06.6,1440530827,4525.814943,7355.753626,41.084,7.43
27:06.6,1440530827,4525.814943,7355.753626,41.084,7.43
27:06.7,1440530827,4525.814896,7355.753778,41.083,7.64
27:06.7,1440530827,4525.814896,7355.753778,41.083,7.64
27:06.8,1440530827,4525.814849,7355.753923,41.081,7.64
27:06.8,1440530827,4525.814849,7355.753923,41.081,7.64
27:06.8,1440530827,4525.814849,7355.753923,41.081,7.64
27:06.9,1440530827,4525.814808,7355.754074,41.08,7.7
27:06.9,1440530827,4525.814808,7355.754074,41.08,7.7
27:07.0,1440530827,4525.814763,7355.754231,41.084,7.7
27:07.0,1440530827,4525.814763,7355.754231,41.084,7.87
27:07.0,1440530827,4525.814763,7355.754231,41.084,7.87
27:07.1,1440530827,4525.81472,7355.754386,41.09,7.93
27:07.1,1440530827,4525.81472,7355.754386,41.09,7.93
27:07.2,1440530827,4525.81472,7355.754386,41.09,7.93
27:07.2,1440530827,4525.814676,7355.754537,41.084,7.88
27:07.2,1440530827,4525.814676,7355.754537,41.084,7.88
27:07.3,1440530827,4525.814628,7355.754693,41.087,7.97
27:07.3,1440530827,4525.814628,7355.754693,41.087,7.97
27:07.4,1440530827,4525.81458,7355.754848,41.085,7.97
27:07.4,1440530827,4525.81458,7355.754848,41.085,8
27:07.4,1440530827,4525.81458,7355.754848,41.085,8
27:07.5,1440530827,4525.814527,7355.755003,41.079,8.06
27:07.5,1440530828,4525.814527,7355.755003,41.079,8.06
27:07.6,1440530828,4525.814527,7355.755003,41.079,8.06
27:07.6,1440530828,4525.814474,7355.755157,41.082,8.07
27:07.6,1440530828,4525.814474,7355.755157,41.082,8.07
27:07.7,1440530828,4525.814421,7355.755314,41.083,8.15
27:07.7,1440530828,4525.814421,7355.755314,41.083,8.15
27:07.8,1440530828,4525.814421,7355.755314,41.083,8.15
27:07.8,1440530828,4525.814376,7355.755478,41.089,8.26
27:07.8,1440530828,4525.814376,7355.755478,41.089,8.26
27:07.9,1440530828,4525.814329,7355.755642,41.096,8.34
27:07.9,1440530828,4525.814329,7355.755642,41.096,8.34
27:08.0,1440530828,4525.814329,7355.755642,41.096,8.34
27:08.0,1440530828,4525.814279,7355.755801,41.094,8.32
27:08.0,1440530828,4525.814279,7355.755801,41.094,8.32
27:08.1,1440530828,4525.814229,7355.755969,41.094,8.44
27:08.1,1440530828,4525.814229,7355.755969,41.094,8.44
27:08.2,1440530828,4525.814229,7355.755969,41.094,8.44
27:08.2,1440530828,4525.814174,7355.756129,41.101,8.43
27:08.2,1440530828,4525.814174,7355.756129,41.101,8.43
27:08.3,1440530828,4525.814117,7355.756289,41.1,8.45
27:08.3,1440530828,4525.814117,7355.756289,41.1,8.45
27:08.4,1440530828,4525.814117,7355.756289,41.1,8.45
27:08.4,1440530828,4525.814059,7355.756453,41.1,8.54
27:08.4,1440530828,4525.814059,7355.756453,41.1,8.54
27:08.5,1440530828,4525.813999,7355.756614,41.103,8.56
27:08.5,1440530829,4525.813999,7355.756614,41.103,8.56
27:08.6,1440530829,4525.81395,7355.756782,41.105,8.56
27:08.6,1440530829,4525.81395,7355.756782,41.105,8.62
27:08.6,1440530829,4525.81395,7355.756782,41.105,8.62
27:08.7,1440530829,4525.813896,7355.756955,41.108,8.74
27:08.7,1440530829,4525.813896,7355.756955,41.108,8.74
27:08.8,1440530829,4525.813896,7355.756955,41.108,8.74
27:08.8,1440530829,4525.813849,7355.757123,41.107,8.73
27:08.8,1440530829,4525.813849,7355.757123,41.107,8.73
27:08.9,1440530829,4525.813802,7355.757298,41.104,8.79
27:08.9,1440530829,4525.813802,7355.757298,41.104,8.79
27:09.0,1440530829,4525.813802,7355.757298,41.104,8.79
27:09.0,1440530829,4525.813756,7355.757473,41.105,8.84
27:09.0,1440530829,4525.813756,7355.757473,41.105,8.84
27:09.1,1440530829,4525.81371,7355.75765,41.11,8.87
27:09.1,1440530829,4525.81371,7355.75765,41.11,8.87
27:09.2,1440530829,4525.81371,7355.75765,41.11,8.87
27:09.2,1440530829,4525.813644,7355.757835,41.106,9.26
27:09.2,1440530829,4525.813644,7355.757835,41.106,9.26
27:09.3,1440530829,4525.813582,7355.758021,41.103,9.49
27:09.3,1440530829,4525.813582,7355.758021,41.103,9.49
27:09.4,1440530829,4525.813526,7355.758199,41.104,9.49
27:09.4,1440530829,4525.813526,7355.758199,41.104,9.44
27:09.4,1440530829,4525.813526,7355.758199,41.104,9.44
27:09.5,1440530829,4525.81346,7355.758385,41.099,9.63
27:09.5,1440530830,4525.81346,7355.758385,41.099,9.63
27:09.6,1440530830,4525.813406,7355.758574,41.097,9.63
27:09.6,1440530830,4525.813406,7355.758574,41.097,9.7
27:09.6,1440530830,4525.813406,7355.758574,41.097,9.7
27:09.7,1440530830,4525.813354,7355.758762,41.103,9.69
27:09.7,1440530830,4525.813354,7355.758762,41.103,9.69
27:09.8,1440530830,4525.813304,7355.758963,41.105,9.69
27:09.8,1440530830,4525.813304,7355.758963,41.105,9.92
27:09.8,1440530830,4525.813304,7355.758963,41.105,9.92
27:09.9,1440530830,4525.813255,7355.759162,41.109,10.04
27:09.9,1440530830,4525.813255,7355.759162,41.109,10.04
27:10.0,1440530830,4525.813197,7355.759344,41.096,10.04
27:10.0,1440530830,4525.813197,7355.759344,41.096,9.79
27:10.0,1440530830,4525.813197,7355.759344,41.096,9.79
27:10.1,1440530830,4525.813136,7355.759534,41.084,9.81
27:10.1,1440530830,4525.813136,7355.759534,41.084,9.81
27:10.2,1440530830,4525.813136,7355.759534,41.084,9.81
27:10.2,1440530830,4525.813077,7355.759725,41.075,9.82
27:10.2,1440530830,4525.813077,7355.759725,41.075,9.82
27:10.3,1440530830,4525.813002,7355.759908,41.064,9.8
27:10.3,1440530830,4525.813002,7355.759908,41.064,9.8
27:10.4,1440530830,4525.813002,7355.759908,41.064,9.8
27:10.4,1440530830,4525.812945,7355.760107,41.066,9.95
27:10.4,1440530830,4525.812945,7355.760107,41.066,9.95
27:10.5,1440530830,4525.81288,7355.760306,41.071,10.14
27:10.5,1440530831,4525.81288,7355.760306,41.071,10.14
27:10.6,1440530831,4525.812813,7355.760508,41.06,10.14
27:10.6,1440530831,4525.812813,7355.760508,41.06,10.35
27:10.6,1440530831,4525.812813,7355.760508,41.06,10.35
27:10.7,1440530831,4525.812751,7355.760715,41.057,10.54
27:10.7,1440530831,4525.812751,7355.760715,41.057,10.54
27:10.8,1440530831,4525.812751,7355.760715,41.057,10.54
27:10.8,1440530831,4525.812677,7355.760904,41.046,10.42
27:10.8,1440530831,4525.812677,7355.760904,41.046,10.42
27:10.9,1440530831,4525.812601,7355.761097,41.036,10.45
27:10.9,1440530831,4525.812601,7355.761097,41.036,10.45
27:11.0,1440530831,4525.812528,7355.761291,41.032,10.45
27:11.0,1440530831,4525.812528,7355.761291,41.032,10.42
27:11.0,1440530831,4525.812528,7355.761291,41.032,10.42
27:11.1,1440530831,4525.812448,7355.761479,41.028,10.38
27:11.1,1440530831,4525.812448,7355.761479,41.028,10.38
27:11.2,1440530831,4525.812366,7355.761682,41.015,10.38
27:11.2,1440530831,4525.812366,7355.761682,41.015,10.66
27:11.2,1440530831,4525.812366,7355.761682,41.015,10.66
27:11.3,1440530831,4525.812286,7355.761887,41.006,10.88
27:11.3,1440530831,4525.812286,7355.761887,41.006,10.88
27:11.4,1440530831,4525.812212,7355.762096,40.989,10.88
27:11.4,1440530831,4525.812212,7355.762096,40.989,11.02
27:11.4,1440530831,4525.812212,7355.762096,40.989,11.02
27:11.5,1440530831,4525.81214,7355.762313,40.982,11.24
27:11.5,1440530832,4525.81214,7355.762313,40.982,11.24
27:11.6,1440530832,4525.81214,7355.762313,40.982,11.24
27:11.6,1440530832,4525.812065,7355.762525,40.979,11.31
27:11.6,1440530832,4525.812065,7355.762525,40.979,11.31
27:11.7,1440530832,4525.811999,7355.762746,40.983,11.41
27:11.7,1440530832,4525.811999,7355.762746,40.983,11.41
27:11.8,1440530832,4525.811999,7355.762746,40.983,11.41
27:11.8,1440530832,4525.811923,7355.762951,40.973,11.25
