datetime,unix_time,latitude,longitude,elevation,speed
09:58.1,1440529798,4524.915511,7356.264389,33.19,0
09:58.2,1440529798,4524.915511,7356.264389,33.19,0
09:58.2,1440529798,4524.915511,7356.264389,33.188,0.01
09:58.2,1440529798,4524.915511,7356.264389,33.188,0.01
09:58.3,1440529798,4524.915511,7356.264389,33.188,0.01
09:58.3,1440529798,4524.915511,7356.264388,33.188,0.02
09:58.4,1440529798,4524.915511,7356.264388,33.188,0.02
09:58.4,1440529798,4524.915512,7356.264389,33.192,0.01
09:58.4,1440529798,4524.915512,7356.264389,33.192,0.01
09:58.5,1440529798,4524.915512,7356.264389,33.192,0.01
09:58.5,1440529799,4524.915513,7356.264388,33.192,0.01
09:58.6,1440529799,4524.915513,7356.264388,33.192,0.01
09:58.6,1440529799,4524.915512,7356.264388,33.192,0.01
09:58.6,1440529799,4524.915512,7356.264388,33.192,0.01
09:58.7,1440529799,4524.915512,7356.264388,33.192,0.01
09:58.7,1440529799,4524.915513,7356.264389,33.194,0.02
09:58.8,1440529799,4524.915513,7356.264389,33.194,0.02
09:58.8,1440529799,4524.915512,7356.264392,33.191,0.09
09:58.8,1440529799,4524.915512,7356.264392,33.191,0.09
09:58.9,1440529799,4524.915512,7356.264392,33.191,0.09
09:58.9,1440529799,4524.915512,7356.264395,33.19,0.13
09:59.0,1440529799,4524.915512,7356.264395,33.19,0.13
09:59.0,1440529799,4524.915511,7356.264397,33.192,0.13
09:59.0,1440529799,4524.915511,7356.264397,33.192,0.13
09:59.1,1440529799,4524.915511,7356.264397,33.192,0.13
09:59.1,1440529799,4524.915511,7356.264399,33.192,0.16
09:59.2,1440529799,4524.915511,7356.264399,33.192,0.16
09:59.2,1440529799,4524.91551,7356.264401,33.191,0.14
09:59.2,1440529799,4524.91551,7356.264401,33.191,0.14
09:59.3,1440529799,4524.91551,7356.264401,33.191,0.14
09:59.3,1440529799,4524.915511,7356.264401,33.192,0.1
09:59.4,1440529799,4524.915511,7356.264401,33.192,0.1
09:59.4,1440529799,4524.91551,7356.264402,33.192,0.07
09:59.4,1440529799,4524.91551,7356.264402,33.192,0.07
09:59.5,1440529799,4524.91551,7356.264402,33.192,0.07
09:59.5,1440529800,4524.915511,7356.264401,33.192,0.04
09:59.6,1440529800,4524.915511,7356.264401,33.192,0.04
09:59.6,1440529800,4524.91551,7356.264401,33.192,0.05
09:59.6,1440529800,4524.91551,7356.264401,33.192,0.05
09:59.7,1440529800,4524.91551,7356.264401,33.192,0.05
09:59.7,1440529800,4524.915511,7356.264401,33.192,0.04
09:59.8,1440529800,4524.915511,7356.264401,33.192,0.04
09:59.8,1440529800,4524.91551,7356.2644,33.192,0.05
09:59.8,1440529800,4524.91551,7356.2644,33.192,0.05
09:59.9,1440529800,4524.91551,7356.2644,33.192,0.05
09:59.9,1440529800,4524.915511,7356.2644,33.191,0.04
10:00.0,1440529800,4524.915511,7356.2644,33.191,0.04
10:00.0,1440529800,4524.915511,7356.264401,33.195,0.02
10:00.0,1440529800,4524.915511,7356.264401,33.195,0.02
10:00.1,1440529800,4524.915511,7356.264401,33.195,0.02
10:00.1,1440529800,4524.915511,7356.264401,33.196,0.02
10:00.2,1440529800,4524.915511,7356.264401,33.196,0.02
10:00.2,1440529800,4524.915511,7356.264402,33.196,0.02
10:00.2,1440529800,4524.915511,7356.264402,33.196,0.02
10:00.3,1440529800,4524.915511,7356.264402,33.196,0.02
10:00.3,1440529800,4524.915511,7356.264403,33.197,0.03
10:00.4,1440529800,4524.915511,7356.264403,33.197,0.03
10:00.4,1440529800,4524.915512,7356.264403,33.196,0.03
10:00.4,1440529800,4524.915512,7356.264403,33.196,0.03
