datetime,unix_time,latitude,longitude,elevation,speed
08:53.2,1440529733,4524.949101,7356.172979,33.461,0.03
08:53.3,1440529733,4524.949101,7356.172979,33.461,0.03
08:53.3,1440529733,4524.949102,7356.172979,33.466,0.03
08:53.4,1440529733,4524.949102,7356.172979,33.466,0.03
08:53.4,1440529733,4524.949102,7356.172978,33.465,0.03
08:53.4,1440529733,4524.949102,7356.172978,33.465,0.03
08:53.5,1440529733,4524.949102,7356.172978,33.465,0.03
08:53.5,1440529734,4524.949103,7356.172978,33.47,0.03
08:53.6,1440529734,4524.949103,7356.172978,33.47,0.03
08:53.6,1440529734,4524.949103,7356.172976,33.469,0.03
08:53.6,1440529734,4524.949103,7356.172976,33.469,0.03
08:53.7,1440529734,4524.949103,7356.172976,33.469,0.03
08:53.7,1440529734,4524.949104,7356.172976,33.474,0.02
08:53.8,1440529734,4524.949104,7356.172976,33.474,0.02
08:53.8,1440529734,4524.949105,7356.172974,33.472,0.06
08:53.8,1440529734,4524.949105,7356.172974,33.472,0.06
08:53.9,1440529734,4524.949105,7356.172974,33.472,0.06
08:53.9,1440529734,4524.949105,7356.172974,33.476,0.05
08:54.0,1440529734,4524.949105,7356.172974,33.476,0.05
08:54.0,1440529734,4524.949105,7356.172974,33.477,0.03
08:54.0,1440529734,4524.949105,7356.172974,33.477,0.03
08:54.1,1440529734,4524.949105,7356.172974,33.477,0.03
08:54.1,1440529734,4524.949106,7356.172972,33.481,0.03
08:54.2,1440529734,4524.949106,7356.172972,33.481,0.03
08:54.2,1440529734,4524.949106,7356.172973,33.481,0.01
08:54.2,1440529734,4524.949106,7356.172973,33.481,0.01
08:54.3,1440529734,4524.949106,7356.172973,33.481,0.01
08:54.3,1440529734,4524.949106,7356.172972,33.485,0.01
08:54.4,1440529734,4524.949106,7356.172972,33.485,0.01
08:54.4,1440529734,4524.949106,7356.172973,33.489,0.02
08:54.4,1440529734,4524.949106,7356.172973,33.489,0.02
08:54.5,1440529734,4524.949106,7356.172973,33.489,0.02
08:54.5,1440529735,4524.949106,7356.172973,33.493,0.03
08:54.6,1440529735,4524.949106,7356.172973,33.493,0.03
08:54.6,1440529735,4524.949105,7356.172973,33.495,0.06
08:54.6,1440529735,4524.949105,7356.172973,33.495,0.06
08:54.7,1440529735,4524.949105,7356.172973,33.495,0.06
08:54.7,1440529735,4524.949106,7356.172973,33.499,0.04
08:54.8,1440529735,4524.949106,7356.172973,33.499,0.04
08:54.8,1440529735,4524.949106,7356.172973,33.502,0.04
08:54.8,1440529735,4524.949106,7356.172973,33.502,0.04
08:54.9,1440529735,4524.949106,7356.172973,33.502,0.04
08:54.9,1440529735,4524.949107,7356.172973,33.507,0.03
08:55.0,1440529735,4524.949107,7356.172973,33.507,0.03
08:55.0,1440529735,4524.949106,7356.172973,33.507,0.05
08:55.0,1440529735,4524.949106,7356.172973,33.507,0.05
