datetime,unix_time,latitude,longitude,elevation,speed
53:47.4,1440528827,4524.808248,7356.599371,32.635,0.05
53:47.5,1440528827,4524.808248,7356.599371,32.635,0.05
53:47.5,1440528828,4524.808231,7356.599361,32.633,0.03
53:47.6,1440528828,4524.808231,7356.599361,32.633,0.03
53:47.6,1440528828,4524.808231,7356.599361,32.633,0.03
53:47.6,1440528828,4524.80823,7356.599362,32.635,0.05
53:47.7,1440528828,4524.80823,7356.599362,32.635,0.05
53:47.7,1440528828,4524.808213,7356.599352,32.635,0.04
53:47.8,1440528828,4524.808213,7356.599352,32.635,0.04
53:47.8,1440528828,4524.808213,7356.599352,32.635,0.04
53:47.8,1440528828,4524.808213,7356.599354,32.637,0.06
53:47.9,1440528828,4524.808213,7356.599354,32.637,0.06
53:47.9,1440528828,4524.808196,7356.599344,32.637,0.05
53:48.0,1440528828,4524.808196,7356.599344,32.637,0.05
53:48.0,1440528828,4524.808197,7356.599346,32.639,0.05
53:48.0,1440528828,4524.808197,7356.599346,32.639,0.07
53:48.1,1440528828,4524.808197,7356.599346,32.639,0.07
53:48.1,1440528828,4524.808182,7356.599337,32.638,0.05
53:48.2,1440528828,4524.808182,7356.599337,32.638,0.05
53:48.2,1440528828,4524.808182,7356.599337,32.638,0.05
53:48.2,1440528828,4524.808181,7356.599339,32.64,0.07
53:48.3,1440528828,4524.808181,7356.599339,32.64,0.07
53:48.3,1440528828,4524.808167,7356.599331,32.641,0.07
53:48.4,1440528828,4524.808167,7356.599331,32.641,0.07
53:48.4,1440528828,4524.808167,7356.599331,32.641,0.07
53:48.4,1440528828,4524.808167,7356.599333,32.644,0.08
53:48.5,1440528828,4524.808167,7356.599333,32.644,0.08
53:48.5,1440528829,4524.808153,7356.599326,32.645,0.09
53:48.6,1440528829,4524.808153,7356.599326,32.645,0.09
53:48.6,1440528829,4524.808153,7356.599326,32.645,0.09
53:48.6,1440528829,4524.808154,7356.599327,32.641,0.07
53:48.7,1440528829,4524.808154,7356.599327,32.641,0.07
53:48.7,1440528829,4524.808141,7356.599321,32.638,0.06
53:48.8,1440528829,4524.808141,7356.599321,32.638,0.06
53:48.8,1440528829,4524.808142,7356.599322,32.638,0.06
53:48.8,1440528829,4524.808142,7356.599322,32.638,0.07
53:48.9,1440528829,4524.808142,7356.599322,32.638,0.07
53:48.9,1440528829,4524.808131,7356.599315,32.635,0.04
53:49.0,1440528829,4524.808131,7356.599315,32.635,0.04
