datetime,unix_time,latitude,longitude,elevation,speed
23:11.8,1440530592,4525.804832,7355.754943,39.983,0.03
23:11.9,1440530592,4525.804832,7355.754942,39.982,0.03
23:11.9,1440530592,4525.804832,7355.754942,39.982,0.03
23:12.0,1440530592,4525.804832,7355.754942,39.982,0.03
23:12.0,1440530592,4525.804832,7355.754944,39.984,0.04
23:12.0,1440530592,4525.804832,7355.754944,39.984,0.04
23:12.1,1440530592,4525.804832,7355.754944,39.985,0.04
23:12.1,1440530592,4525.804832,7355.754944,39.985,0.04
23:12.2,1440530592,4525.804832,7355.754944,39.985,0.04
23:12.2,1440530592,4525.804831,7355.754944,39.979,0.03
23:12.2,1440530592,4525.804831,7355.754944,39.979,0.03
23:12.3,1440530592,4525.804831,7355.754945,39.979,0.04
23:12.3,1440530592,4525.804831,7355.754945,39.979,0.04
23:12.4,1440530592,4525.804831,7355.754945,39.979,0.04
23:12.4,1440530592,4525.804833,7355.754945,39.981,0.02
23:12.4,1440530592,4525.804833,7355.754945,39.981,0.02
23:12.5,1440530592,4525.804833,7355.754945,39.978,0.02
23:12.5,1440530593,4525.804833,7355.754945,39.978,0.02
23:12.6,1440530593,4525.804833,7355.754945,39.978,0.02
23:12.6,1440530593,4525.804833,7355.754945,39.985,0.02
23:12.6,1440530593,4525.804833,7355.754945,39.985,0.02
23:12.7,1440530593,4525.804833,7355.754945,39.985,0.01
23:12.7,1440530593,4525.804833,7355.754945,39.985,0.01
23:12.8,1440530593,4525.804833,7355.754945,39.985,0.01
23:12.8,1440530593,4525.804834,7355.754944,39.982,0.03
23:12.8,1440530593,4525.804834,7355.754944,39.982,0.03
23:12.9,1440530593,4525.804834,7355.754945,39.984,0.02
23:12.9,1440530593,4525.804834,7355.754945,39.984,0.02
23:13.0,1440530593,4525.804834,7355.754945,39.984,0.02
23:13.0,1440530593,4525.804835,7355.754945,39.987,0.03
23:13.0,1440530593,4525.804835,7355.754945,39.987,0.03
23:13.1,1440530593,4525.804835,7355.754945,39.985,0.03
23:13.1,1440530593,4525.804835,7355.754945,39.985,0.03
23:13.2,1440530593,4525.804834,7355.754945,39.986,0.03
23:13.2,1440530593,4525.804834,7355.754945,39.986,0
23:13.2,1440530593,4525.804834,7355.754945,39.986,0
23:13.3,1440530593,4525.804834,7355.754946,39.987,0.01
23:13.3,1440530593,4525.804834,7355.754946,39.987,0.01
23:13.4,1440530593,4525.804835,7355.754945,39.986,0.01
23:13.4,1440530593,4525.804835,7355.754945,39.986,0.03
23:13.4,1440530593,4525.804835,7355.754945,39.986,0.03
23:13.5,1440530593,4525.804835,7355.754946,39.987,0.01
23:13.5,1440530594,4525.804835,7355.754946,39.987,0.01
23:13.6,1440530594,4525.804835,7355.754946,39.987,0.01
23:13.6,1440530594,4525.804836,7355.754945,39.985,0.03
23:13.6,1440530594,4525.804836,7355.754945,39.985,0.03
