datetime,unix_time,latitude,longitude,elevation,speed
38:06.9,1446932287,4524.810905,7356.450741,36.137,0.08
38:07.0,1446932287,4524.810905,7356.450742,36.139,0.08
38:07.0,1446932287,4524.810905,7356.450742,36.139,0.05
38:07.0,1446932287,4524.810904,7356.450741,36.139,0.17
38:07.1,1446932287,4524.810905,7356.45074,36.142,0.08
38:07.1,1446932287,4524.810905,7356.450741,36.138,0.08
38:07.2,1446932287,4524.810905,7356.450741,36.138,0.07
38:07.2,1446932287,4524.810906,7356.450742,36.138,0.11
38:07.2,1446932287,4524.810905,7356.450743,36.137,0.2
38:07.3,1446932287,4524.810906,7356.450742,36.139,0.14
38:07.3,1446932287,4524.810906,7356.450742,36.139,0.14
38:07.4,1446932287,4524.810906,7356.450742,36.139,0.09
38:07.4,1446932287,4524.810904,7356.450742,36.14,0.26
38:07.4,1446932287,4524.810904,7356.450743,36.14,0.06
38:07.5,1446932287,4524.810904,7356.450742,36.136,0.07
38:07.5,1446932288,4524.810905,7356.450741,36.136,0.07
38:07.6,1446932288,4524.810905,7356.450741,36.136,0.12
38:07.6,1446932288,4524.810905,7356.45074,36.141,0.09
38:07.6,1446932288,4524.810904,7356.450742,36.139,0.13
38:07.7,1446932288,4524.810905,7356.450743,36.137,0.13
38:07.7,1446932288,4524.810905,7356.450743,36.138,0.13
38:07.8,1446932288,4524.810905,7356.450743,36.138,0.03
38:07.8,1446932288,4524.810905,7356.450742,36.138,0.12
38:07.8,1446932288,4524.810905,7356.450742,36.138,0.1
38:07.9,1446932288,4524.810904,7356.450743,36.138,0.18
38:07.9,1446932288,4524.810904,7356.450742,36.138,0.18
38:08.0,1446932288,4524.810904,7356.450742,36.138,0.18
38:08.0,1446932288,4524.810907,7356.450741,36.136,0.44
38:08.0,1446932288,4524.810907,7356.450742,36.138,0.16
38:08.1,1446932288,4524.810907,7356.450743,36.135,0.06
38:08.1,1446932288,4524.810906,7356.450742,36.136,0.06
38:08.2,1446932288,4524.810906,7356.450742,36.136,0.09
38:08.2,1446932288,4524.810907,7356.450741,36.14,0.12
38:08.2,1446932288,4524.810905,7356.450741,36.14,0.24
38:08.3,1446932288,4524.810907,7356.450742,36.137,0.25
38:08.3,1446932288,4524.810907,7356.450742,36.14,0.25
38:08.4,1446932288,4524.810907,7356.450742,36.14,0.06
38:08.4,1446932288,4524.810907,7356.450743,36.138,0.03
38:08.4,1446932288,4524.810906,7356.450742,36.139,0.17
38:08.5,1446932288,4524.810906,7356.450741,36.136,0.09
38:08.5,1446932289,4524.810906,7356.450742,36.138,0.09
38:08.6,1446932289,4524.810906,7356.450742,36.138,0.1
38:08.6,1446932289,4524.810904,7356.450742,36.142,0.27
38:08.6,1446932289,4524.810902,7356.450742,36.144,0.26
38:08.7,1446932289,4524.810898,7356.450743,36.142,0.51
38:08.7,1446932289,4524.810892,7356.450743,36.146,0.51
38:08.8,1446932289,4524.810892,7356.450743,36.146,0.76
38:08.8,1446932289,4524.810887,7356.450744,36.144,0.68
38:08.8,1446932289,4524.810885,7356.450743,36.138,0.38
38:08.9,1446932289,4524.810882,7356.450741,36.137,0.44
38:08.9,1446932289,4524.810877,7356.450741,36.141,0.44
38:09.0,1446932289,4524.810877,7356.450741,36.141,0.66
38:09.0,1446932289,4524.810869,7356.450741,36.149,1.08
38:09.0,1446932289,4524.810862,7356.450741,36.146,0.91
38:09.1,1446932289,4524.810854,7356.45074,36.148,1.06
38:09.1,1446932289,4524.810844,7356.450739,36.151,1.06
38:09.2,1446932289,4524.810844,7356.450739,36.151,1.28
38:09.2,1446932289,4524.810834,7356.450736,36.153,1.4
38:09.2,1446932289,4524.810824,7356.450735,36.152,1.39
38:09.3,1446932289,4524.810814,7356.450733,36.151,1.25
38:09.3,1446932289,4524.810803,7356.45073,36.146,1.25
38:09.4,1446932289,4524.810803,7356.45073,36.146,1.5
38:09.4,1446932289,4524.81079,7356.45073,36.147,1.74
38:09.4,1446932289,4524.810776,7356.450731,36.147,1.92
38:09.5,1446932289,4524.810764,7356.450731,36.151,1.61
38:09.5,1446932290,4524.81075,7356.45073,36.15,1.61
38:09.6,1446932290,4524.81075,7356.45073,36.15,1.86
38:09.6,1446932290,4524.810733,7356.450728,36.15,2.32
38:09.6,1446932290,4524.810718,7356.450723,36.152,2.05
38:09.7,1446932290,4524.8107,7356.45072,36.152,2.36
38:09.7,1446932290,4524.810681,7356.450714,36.149,2.36
38:09.8,1446932290,4524.810681,7356.450714,36.149,2.62
38:09.8,1446932290,4524.81066,7356.450709,36.145,2.87
38:09.8,1446932290,4524.81064,7356.450706,36.147,2.7
38:09.9,1446932290,4524.810618,7356.450705,36.138,2.88
38:09.9,1446932290,4524.810597,7356.450706,36.138,2.88
38:10.0,1446932290,4524.810597,7356.450706,36.138,2.74
38:10.0,1446932290,4524.810581,7356.450707,36.141,2.26
38:10.0,1446932290,4524.810562,7356.450707,36.143,2.43
38:10.1,1446932290,4524.810543,7356.450705,36.147,2.57
38:10.1,1446932290,4524.810523,7356.450705,36.15,2.57
38:10.2,1446932290,4524.810523,7356.450705,36.15,2.65
38:10.2,1446932290,4524.810499,7356.450705,36.147,3.17
38:10.2,1446932290,4524.810477,7356.450703,36.144,2.99
38:10.3,1446932290,4524.810453,7356.450702,36.143,3.25
38:10.3,1446932290,4524.810428,7356.450703,36.144,3.25
38:10.4,1446932290,4524.810428,7356.450703,36.144,3.37
38:10.4,1446932290,4524.810402,7356.450701,36.139,3.45
38:10.4,1446932290,4524.810376,7356.450693,36.133,3.56
38:10.5,1446932290,4524.810351,7356.450685,36.128,3.38
38:10.5,1446932291,4524.810326,7356.450682,36.132,3.38
38:10.6,1446932291,4524.810326,7356.450682,36.132,3.39
38:10.6,1446932291,4524.810294,7356.450675,36.13,4.24
38:10.6,1446932291,4524.810263,7356.450668,36.126,4.18
38:10.7,1446932291,4524.810229,7356.450658,36.12,4.7
38:10.7,1446932291,4524.8102,7356.450656,36.107,4.7
38:10.8,1446932291,4524.8102,7356.450656,36.107,3.79
38:10.8,1446932291,4524.81017,7356.450652,36.115,4.1
38:10.8,1446932291,4524.810138,7356.450647,36.12,4.23
38:10.9,1446932291,4524.810111,7356.450644,36.119,3.59
38:10.9,1446932291,4524.810083,7356.450643,36.12,3.59
38:11.0,1446932291,4524.810083,7356.450643,36.12,3.76
38:11.0,1446932291,4524.810054,7356.45064,36.128,3.85
38:11.0,1446932291,4524.810024,7356.450639,36.128,4
38:11.1,1446932291,4524.809996,7356.450639,36.125,3.76
38:11.1,1446932291,4524.809968,7356.450634,36.126,3.76
38:11.2,1446932291,4524.809968,7356.450634,36.126,3.78
38:11.2,1446932291,4524.809939,7356.450628,36.129,3.96
38:11.2,1446932291,4524.80991,7356.450625,36.125,3.77
38:11.3,1446932291,4524.809882,7356.450624,36.126,3.72
38:11.3,1446932291,4524.809855,7356.450621,36.128,3.72
38:11.4,1446932291,4524.809855,7356.450621,36.128,3.71
38:11.4,1446932291,4524.809824,7356.45062,36.131,4.06
38:11.4,1446932291,4524.809796,7356.450617,36.131,3.82
38:11.5,1446932291,4524.809763,7356.450614,36.135,4.35
38:11.5,1446932292,4524.809728,7356.450612,36.126,4.35
38:11.6,1446932292,4524.809728,7356.450612,36.126,4.74
38:11.6,1446932292,4524.809693,7356.450608,36.119,4.65
38:11.6,1446932292,4524.809664,7356.4506,36.119,3.88
38:11.7,1446932292,4524.809632,7356.450591,36.119,4.4
38:11.7,1446932292,4524.809598,7356.450583,36.116,4.4
38:11.8,1446932292,4524.809598,7356.450583,36.116,4.58
38:11.8,1446932292,4524.809568,7356.450573,36.11,4.11
38:11.8,1446932292,4524.809536,7356.450563,36.111,4.37
38:11.9,1446932292,4524.809503,7356.450558,36.115,4.47
38:11.9,1446932292,4524.809466,7356.450558,36.112,4.47
38:12.0,1446932292,4524.809466,7356.450558,36.112,4.93
38:12.0,1446932292,4524.80943,7356.450558,36.096,4.81
38:12.0,1446932292,4524.809399,7356.450556,36.1,4.05
38:12.1,1446932292,4524.809366,7356.450555,36.099,4.37
38:12.1,1446932292,4524.809333,7356.450554,36.1,4.37
