datetime,unix_time,latitude,longitude,elevation,speed
14:41.3,1440530081,4525.554777,7356.348629,49.212,0.05
14:41.3,1440530081,4525.554777,7356.348629,49.212,0.04
14:41.4,1440530081,4525.554777,7356.348629,49.212,0.04
14:41.4,1440530081,4525.554777,7356.348629,49.213,0.03
14:41.4,1440530081,4525.554777,7356.348629,49.213,0.03
14:41.5,1440530081,4525.554777,7356.348629,49.213,0.03
14:41.5,1440530082,4525.554778,7356.348629,49.214,0.03
14:41.6,1440530082,4525.554778,7356.348629,49.214,0.03
14:41.6,1440530082,4525.554777,7356.348629,49.212,0.02
14:41.6,1440530082,4525.554777,7356.348629,49.212,0.02
14:41.7,1440530082,4525.554777,7356.348629,49.212,0.02
14:41.7,1440530082,4525.554778,7356.348629,49.212,0.02
14:41.8,1440530082,4525.554778,7356.348629,49.212,0.02
14:41.8,1440530082,4525.554777,7356.348629,49.213,0.03
14:41.8,1440530082,4525.554777,7356.348629,49.213,0.03
14:41.9,1440530082,4525.554777,7356.348629,49.213,0.03
14:41.9,1440530082,4525.554778,7356.348629,49.213,0.02
14:42.0,1440530082,4525.554778,7356.348629,49.213,0.02
14:42.0,1440530082,4525.554777,7356.34863,49.213,0.02
14:42.0,1440530082,4525.554777,7356.34863,49.213,0.02
14:42.1,1440530082,4525.554777,7356.34863,49.213,0.02
14:42.1,1440530082,4525.554778,7356.348629,49.213,0.02
14:42.2,1440530082,4525.554778,7356.348629,49.213,0.02
14:42.2,1440530082,4525.554777,7356.34863,49.211,0.04
14:42.2,1440530082,4525.554777,7356.34863,49.211,0.04
14:42.3,1440530082,4525.554777,7356.34863,49.211,0.04
14:42.3,1440530082,4525.554777,7356.34863,49.213,0.04
14:42.4,1440530082,4525.554777,7356.34863,49.213,0.04
14:42.4,1440530082,4525.554777,7356.348629,49.21,0.04
14:42.4,1440530082,4525.554777,7356.348629,49.21,0.04
14:42.5,1440530082,4525.554777,7356.348629,49.21,0.04
14:42.5,1440530083,4525.554777,7356.348629,49.208,0.05
14:42.6,1440530083,4525.554777,7356.348629,49.208,0.05
14:42.6,1440530083,4525.554778,7356.34863,49.21,0.01
14:42.6,1440530083,4525.554778,7356.34863,49.21,0.01
14:42.7,1440530083,4525.554778,7356.34863,49.21,0.01
14:42.7,1440530083,4525.554779,7356.34863,49.209,0.01
14:42.8,1440530083,4525.554779,7356.34863,49.209,0.01
14:42.8,1440530083,4525.554779,7356.34863,49.209,0
14:42.8,1440530083,4525.554779,7356.34863,49.209,0
14:42.9,1440530083,4525.554779,7356.34863,49.209,0
14:42.9,1440530083,4525.55478,7356.34863,49.211,0.01
14:43.0,1440530083,4525.55478,7356.34863,49.211,0.01
14:43.0,1440530083,4525.55478,7356.348631,49.21,0.02
14:43.0,1440530083,4525.55478,7356.348631,49.21,0.02
14:43.1,1440530083,4525.55478,7356.348631,49.21,0.02
14:43.1,1440530083,4525.55478,7356.348631,49.21,0.01
14:43.2,1440530083,4525.55478,7356.348631,49.21,0.01
14:43.2,1440530083,4525.55478,7356.348631,49.209,0.01
14:43.2,1440530083,4525.55478,7356.348631,49.209,0.01
14:43.3,1440530083,4525.55478,7356.348631,49.209,0.01
14:43.3,1440530083,4525.554781,7356.348631,49.209,0.01
14:43.4,1440530083,4525.554781,7356.348631,49.209,0.01
14:43.4,1440530083,4525.55478,7356.348632,49.206,0.03
14:43.4,1440530083,4525.55478,7356.348632,49.206,0.03
14:43.5,1440530083,4525.55478,7356.348632,49.206,0.03
14:43.5,1440530084,4525.554781,7356.348633,49.206,0.03
14:43.6,1440530084,4525.554781,7356.348633,49.206,0.03
14:43.6,1440530084,4525.554781,7356.348632,49.21,0.01
14:43.6,1440530084,4525.554781,7356.348632,49.21,0.01
14:43.7,1440530084,4525.554781,7356.348632,49.21,0.01
14:43.7,1440530084,4525.554781,7356.348633,49.21,0.01
14:43.8,1440530084,4525.554781,7356.348633,49.21,0.01
14:43.8,1440530084,4525.554782,7356.348633,49.209,0.02
14:43.8,1440530084,4525.554782,7356.348633,49.209,0.02
14:43.9,1440530084,4525.554782,7356.348633,49.209,0.02
14:43.9,1440530084,4525.554783,7356.348633,49.209,0.01
14:44.0,1440530084,4525.554783,7356.348633,49.209,0.01
14:44.0,1440530084,4525.554782,7356.348633,49.208,0.03
14:44.0,1440530084,4525.554782,7356.348633,49.208,0.03
14:44.1,1440530084,4525.554782,7356.348633,49.208,0.03
14:44.1,1440530084,4525.554783,7356.348633,49.21,0.02
14:44.2,1440530084,4525.554783,7356.348633,49.21,0.02
14:44.2,1440530084,4525.554781,7356.348634,49.208,0.04
14:44.2,1440530084,4525.554781,7356.348634,49.208,0.04
14:44.3,1440530084,4525.554781,7356.348634,49.208,0.04
14:44.3,1440530084,4525.554782,7356.348634,49.206,0.05
14:44.4,1440530084,4525.554782,7356.348634,49.206,0.05
14:44.4,1440530084,4525.554781,7356.348633,49.212,0.06
14:44.4,1440530084,4525.554781,7356.348633,49.212,0.06
14:44.5,1440530084,4525.554781,7356.348633,49.212,0.06
14:44.5,1440530085,4525.554781,7356.348634,49.211,0.05
14:44.6,1440530085,4525.554781,7356.348634,49.211,0.05
14:44.6,1440530085,4525.55478,7356.348634,49.207,0.06
14:44.6,1440530085,4525.55478,7356.348634,49.207,0.06
14:44.7,1440530085,4525.55478,7356.348634,49.207,0.06
14:44.7,1440530085,4525.55478,7356.348634,49.21,0.05
14:44.8,1440530085,4525.55478,7356.348634,49.21,0.05
14:44.8,1440530085,4525.554779,7356.348634,49.212,0.06
14:44.8,1440530085,4525.554779,7356.348634,49.212,0.06
14:44.9,1440530085,4525.554779,7356.348634,49.212,0.06
14:44.9,1440530085,4525.55478,7356.348634,49.21,0.06
14:45.0,1440530085,4525.55478,7356.348634,49.21,0.06
14:45.0,1440530085,4525.554779,7356.348635,49.211,0.07
14:45.0,1440530085,4525.554779,7356.348635,49.211,0.07
14:45.1,1440530085,4525.554779,7356.348635,49.211,0.07
14:45.1,1440530085,4525.554779,7356.348635,49.211,0.07
14:45.2,1440530085,4525.554779,7356.348635,49.211,0.07
14:45.2,1440530085,4525.55478,7356.348636,49.207,0.04
14:45.2,1440530085,4525.55478,7356.348636,49.207,0.04
14:45.3,1440530085,4525.55478,7356.348636,49.207,0.04
14:45.3,1440530085,4525.55478,7356.348637,49.207,0.04
14:45.4,1440530085,4525.55478,7356.348637,49.207,0.04
14:45.4,1440530085,4525.55478,7356.348636,49.209,0.01
14:45.4,1440530085,4525.55478,7356.348636,49.209,0.01
14:45.5,1440530085,4525.55478,7356.348636,49.209,0.01
14:45.5,1440530086,4525.554781,7356.348636,49.207,0.02
14:45.6,1440530086,4525.554781,7356.348636,49.207,0.02
14:45.6,1440530086,4525.554783,7356.348637,49.206,0.08
14:45.6,1440530086,4525.554783,7356.348637,49.206,0.08
14:45.7,1440530086,4525.554783,7356.348637,49.206,0.08
14:45.7,1440530086,4525.554789,7356.34864,49.208,0.21
14:45.8,1440530086,4525.554789,7356.34864,49.208,0.21
14:45.8,1440530086,4525.554803,7356.348651,49.203,0.64
14:45.8,1440530086,4525.554803,7356.348651,49.203,0.64
14:45.9,1440530086,4525.554803,7356.348651,49.203,0.64
14:45.9,1440530086,4525.554821,7356.348662,49.202,0.97
14:46.0,1440530086,4525.554821,7356.348662,49.202,0.97
14:46.0,1440530086,4525.554847,7356.348676,49.204,1.52
14:46.0,1440530086,4525.554847,7356.348676,49.204,1.52
14:46.1,1440530086,4525.554847,7356.348676,49.204,1.52
14:46.1,1440530086,4525.554881,7356.348695,49.199,2.04
14:46.2,1440530086,4525.554881,7356.348695,49.199,2.04
14:46.2,1440530086,4525.554916,7356.348715,49.196,2.48
14:46.2,1440530086,4525.554916,7356.348715,49.196,2.48
14:46.3,1440530086,4525.554916,7356.348715,49.196,2.48
14:46.3,1440530086,4525.554963,7356.348741,49.196,3.07
14:46.4,1440530086,4525.554963,7356.348741,49.196,3.07
14:46.4,1440530086,4525.555008,7356.348768,49.199,3.45
14:46.4,1440530086,4525.555008,7356.348768,49.199,3.45
14:46.5,1440530086,4525.555008,7356.348768,49.199,3.45
14:46.5,1440530087,4525.555064,7356.348801,49.2,3.94
14:46.6,1440530087,4525.555064,7356.348801,49.2,3.94
14:46.6,1440530087,4525.555121,7356.348837,49.199,4.34
14:46.6,1440530087,4525.555121,7356.348837,49.199,4.34
14:46.7,1440530087,4525.555121,7356.348837,49.199,4.34
14:46.7,1440530087,4525.555187,7356.348877,49.197,4.76
14:46.8,1440530087,4525.555187,7356.348877,49.197,4.76
14:46.8,1440530087,4525.55525,7356.348922,49.197,5.02
14:46.8,1440530087,4525.55525,7356.348922,49.197,5.02
14:46.9,1440530087,4525.55525,7356.348922,49.197,5.02
14:46.9,1440530087,4525.555323,7356.348968,49.194,5.37
14:47.0,1440530087,4525.555323,7356.348968,49.194,5.37
14:47.0,1440530087,4525.555392,7356.349009,49.196,5.48
14:47.0,1440530087,4525.555392,7356.349009,49.196,5.48
14:47.1,1440530087,4525.555392,7356.349009,49.196,5.48
14:47.1,1440530087,4525.555469,7356.349056,49.195,5.69
14:47.1,1440530087,4525.555469,7356.349056,49.195,5.69
14:47.2,1440530087,4525.555544,7356.349102,49.192,5.69
14:47.2,1440530087,4525.555544,7356.349102,49.192,5.77
14:47.3,1440530087,4525.555544,7356.349102,49.192,5.77
14:47.3,1440530087,4525.555623,7356.349147,49.189,5.86
14:47.4,1440530087,4525.555623,7356.349147,49.189,5.86
14:47.4,1440530087,4525.5557,7356.349193,49.185,5.86
14:47.4,1440530087,4525.5557,7356.349193,49.185,5.86
14:47.5,1440530087,4525.5557,7356.349193,49.185,5.86
14:47.5,1440530088,4525.55578,7356.349242,49.181,5.92
14:47.6,1440530088,4525.55578,7356.349242,49.181,5.92
14:47.6,1440530088,4525.555861,7356.349291,49.18,5.98
14:47.6,1440530088,4525.555861,7356.349291,49.18,5.98
14:47.7,1440530088,4525.555861,7356.349291,49.18,5.98
14:47.7,1440530088,4525.555944,7356.349341,49.178,6.06
14:47.7,1440530088,4525.555944,7356.349341,49.178,6.06
14:47.8,1440530088,4525.556029,7356.34939,49.177,6.06
14:47.8,1440530088,4525.556029,7356.34939,49.177,6.16
14:47.9,1440530088,4525.556029,7356.34939,49.177,6.16
14:47.9,1440530088,4525.556115,7356.349439,49.176,6.22
14:47.9,1440530088,4525.556115,7356.349439,49.176,6.22
14:48.0,1440530088,4525.556199,7356.349489,49.175,6.22
14:48.0,1440530088,4525.556199,7356.349489,49.175,6.23
14:48.1,1440530088,4525.556199,7356.349489,49.175,6.23
14:48.1,1440530088,4525.556286,7356.349539,49.171,6.27
14:48.1,1440530088,4525.556286,7356.349539,49.171,6.27
14:48.2,1440530088,4525.556374,7356.349592,49.172,6.36
14:48.2,1440530088,4525.556374,7356.349592,49.172,6.36
14:48.3,1440530088,4525.556374,7356.349592,49.172,6.36
14:48.3,1440530088,4525.556463,7356.349644,49.168,6.42
14:48.4,1440530088,4525.556463,7356.349644,49.168,6.42
14:48.4,1440530088,4525.556552,7356.349701,49.164,6.42
14:48.4,1440530088,4525.556552,7356.349701,49.164,6.51
14:48.5,1440530088,4525.556552,7356.349701,49.164,6.51
14:48.5,1440530089,4525.556644,7356.349758,49.162,6.63
14:48.5,1440530089,4525.556644,7356.349758,49.162,6.63
14:48.6,1440530089,4525.556739,7356.349816,49.156,6.63
14:48.6,1440530089,4525.556739,7356.349816,49.156,6.79
14:48.7,1440530089,4525.556739,7356.349816,49.156,6.79
14:48.7,1440530089,4525.556836,7356.349876,49.154,6.96
14:48.8,1440530089,4525.556836,7356.349876,49.154,6.96
14:48.8,1440530089,4525.556929,7356.349932,49.149,6.95
14:48.8,1440530089,4525.556929,7356.349932,49.149,6.95
14:48.9,1440530089,4525.556929,7356.349932,49.149,6.95
14:48.9,1440530089,4525.557028,7356.349989,49.145,7.07
14:48.9,1440530089,4525.557028,7356.349989,49.145,7.07
14:49.0,1440530089,4525.557126,7356.350046,49.144,7.07
14:49.0,1440530089,4525.557126,7356.350046,49.144,7.14
14:49.1,1440530089,4525.557126,7356.350046,49.144,7.14
14:49.1,1440530089,4525.557226,7356.350104,49.141,7.19
14:49.1,1440530089,4525.557226,7356.350104,49.141,7.19
14:49.2,1440530089,4525.557329,7356.350165,49.132,7.19
14:49.2,1440530089,4525.557329,7356.350165,49.132,7.39
14:49.3,1440530089,4525.557329,7356.350165,49.132,7.39
14:49.3,1440530089,4525.557434,7356.35023,49.131,7.54
14:49.4,1440530089,4525.557434,7356.35023,49.131,7.54
14:49.4,1440530089,4525.557541,7356.350296,49.128,7.54
14:49.4,1440530089,4525.557541,7356.350296,49.128,7.74
14:49.5,1440530089,4525.557541,7356.350296,49.128,7.74
14:49.5,1440530090,4525.557651,7356.350363,49.123,7.92
14:49.5,1440530090,4525.557651,7356.350363,49.123,7.92
14:49.6,1440530090,4525.557762,7356.350424,49.123,7.92
14:49.6,1440530090,4525.557762,7356.350424,49.123,8.02
14:49.7,1440530090,4525.557762,7356.350424,49.123,8.02
14:49.7,1440530090,4525.557876,7356.350487,49.116,8.18
14:49.8,1440530090,4525.557876,7356.350487,49.116,8.18
14:49.8,1440530090,4525.557989,7356.350558,49.123,8.18
14:49.8,1440530090,4525.557989,7356.350558,49.123,8.29
14:49.9,1440530090,4525.557989,7356.350558,49.123,8.29
14:49.9,1440530090,4525.558107,7356.350626,49.121,8.43
14:50.0,1440530090,4525.558107,7356.350626,49.121,8.43
14:50.0,1440530090,4525.558226,7356.350698,49.113,8.62
14:50.0,1440530090,4525.558226,7356.350698,49.113,8.62
14:50.1,1440530090,4525.558226,7356.350698,49.113,8.62
14:50.1,1440530090,4525.558347,7356.350771,49.112,8.76
14:50.1,1440530090,4525.558347,7356.350771,49.112,8.76
14:50.2,1440530090,4525.558468,7356.350845,49.108,8.87
14:50.2,1440530090,4525.558468,7356.350845,49.108,8.87
14:50.3,1440530090,4525.558468,7356.350845,49.108,8.87
14:50.3,1440530090,4525.558592,7356.350922,49.098,9.03
14:50.4,1440530090,4525.558592,7356.350922,49.098,9.03
14:50.4,1440530090,4525.558717,7356.350995,49.095,9.03
14:50.4,1440530090,4525.558717,7356.350995,49.095,9.14
14:50.5,1440530090,4525.558717,7356.350995,49.095,9.14
14:50.5,1440530091,4525.558846,7356.351072,49.09,9.28
14:50.5,1440530091,4525.558846,7356.351072,49.09,9.28
14:50.6,1440530091,4525.558974,7356.351147,49.088,9.37
14:50.6,1440530091,4525.558974,7356.351147,49.088,9.37
14:50.7,1440530091,4525.558974,7356.351147,49.088,9.37
14:50.7,1440530091,4525.559107,7356.351221,49.087,9.49
14:50.7,1440530091,4525.559107,7356.351221,49.087,9.49
14:50.8,1440530091,4525.559236,7356.351303,49.081,9.57
14:50.8,1440530091,4525.559236,7356.351303,49.081,9.57
14:50.9,1440530091,4525.559236,7356.351303,49.081,9.57
14:50.9,1440530091,4525.55937,7356.351383,49.076,9.68
14:51.0,1440530091,4525.55937,7356.351383,49.076,9.68
14:51.0,1440530091,4525.559503,7356.351464,49.07,9.68
14:51.0,1440530091,4525.559503,7356.351464,49.07,9.73
14:51.1,1440530091,4525.559503,7356.351464,49.07,9.73
14:51.1,1440530091,4525.55964,7356.351548,49.063,9.86
14:51.1,1440530091,4525.55964,7356.351548,49.063,9.86
14:51.2,1440530091,4525.559776,7356.351632,49.064,9.86
14:51.2,1440530091,4525.559776,7356.351632,49.064,9.96
14:51.3,1440530091,4525.559776,7356.351632,49.064,9.96
14:51.3,1440530091,4525.559917,7356.351717,49.061,10.07
14:51.4,1440530091,4525.559917,7356.351717,49.061,10.07
14:51.4,1440530091,4525.56006,7356.351807,49.053,10.07
14:51.4,1440530091,4525.56006,7356.351807,49.053,10.31
14:51.5,1440530091,4525.56006,7356.351807,49.053,10.31
14:51.5,1440530092,4525.560205,7356.3519,49.051,10.49
14:51.5,1440530092,4525.560205,7356.3519,49.051,10.49
14:51.6,1440530092,4525.560349,7356.351988,49.043,10.49
14:51.6,1440530092,4525.560349,7356.351988,49.043,10.55
14:51.7,1440530092,4525.560349,7356.351988,49.043,10.55
14:51.7,1440530092,4525.560499,7356.352084,49.036,10.78
14:51.7,1440530092,4525.560499,7356.352084,49.036,10.78
14:51.8,1440530092,4525.560649,7356.352174,49.029,10.91
14:51.8,1440530092,4525.560649,7356.352174,49.029,10.91
14:51.9,1440530092,4525.560649,7356.352174,49.029,10.91
14:51.9,1440530092,4525.560804,7356.352265,49.025,11.04
14:51.9,1440530092,4525.560804,7356.352265,49.025,11.04
14:52.0,1440530092,4525.560959,7356.352355,49.021,11.2
14:52.0,1440530092,4525.560959,7356.352355,49.021,11.2
14:52.1,1440530092,4525.560959,7356.352355,49.021,11.2
14:52.1,1440530092,4525.561118,7356.352447,49.017,11.33
14:52.1,1440530092,4525.561118,7356.352447,49.017,11.33
14:52.2,1440530092,4525.561275,7356.352543,49.013,11.33
14:52.2,1440530092,4525.561275,7356.352543,49.013,11.48
14:52.3,1440530092,4525.561275,7356.352543,49.013,11.48
14:52.3,1440530092,4525.561437,7356.352642,49.006,11.63
14:52.4,1440530092,4525.561437,7356.352642,49.006,11.63
14:52.4,1440530092,4525.561591,7356.352741,49.004,11.59
14:52.4,1440530092,4525.561591,7356.352741,49.004,11.59
14:52.5,1440530092,4525.561591,7356.352741,49.004,11.59
14:52.5,1440530093,4525.561753,7356.352841,49,11.68
14:52.5,1440530093,4525.561753,7356.352841,49,11.68
14:52.6,1440530093,4525.561918,7356.352936,49.004,11.84
14:52.6,1440530093,4525.561918,7356.352936,49.004,11.84
14:52.7,1440530093,4525.561918,7356.352936,49.004,11.84
14:52.7,1440530093,4525.562084,7356.353032,49.003,11.91
14:52.7,1440530093,4525.562084,7356.353032,49.003,11.91
14:52.8,1440530093,4525.56225,7356.353135,48.999,11.91
14:52.8,1440530093,4525.56225,7356.353135,48.999,12.07
14:52.9,1440530093,4525.56225,7356.353135,48.999,12.07
14:52.9,1440530093,4525.562421,7356.353235,48.998,12.22
14:52.9,1440530093,4525.562421,7356.353235,48.998,12.22
14:53.0,1440530093,4525.562589,7356.353337,48.994,12.22
14:53.0,1440530093,4525.562589,7356.353337,48.994,12.32
14:53.1,1440530093,4525.562589,7356.353337,48.994,12.32
14:53.1,1440530093,4525.562762,7356.353441,48.994,12.45
14:53.1,1440530093,4525.562762,7356.353441,48.994,12.45
14:53.2,1440530093,4525.562935,7356.353542,48.986,12.45
14:53.2,1440530093,4525.562935,7356.353542,48.986,12.54
14:53.3,1440530093,4525.562935,7356.353542,48.986,12.54
14:53.3,1440530093,4525.56311,7356.353646,48.987,12.64
14:53.3,1440530093,4525.56311,7356.353646,48.987,12.64
14:53.4,1440530093,4525.563283,7356.353755,48.983,12.7
14:53.4,1440530093,4525.563283,7356.353755,48.983,12.7
14:53.5,1440530093,4525.563283,7356.353755,48.983,12.7
14:53.5,1440530094,4525.563459,7356.353867,48.978,12.79
14:53.5,1440530094,4525.563459,7356.353867,48.978,12.79
14:53.6,1440530094,4525.563636,7356.353976,48.982,12.88
14:53.6,1440530094,4525.563636,7356.353976,48.982,12.88
14:53.7,1440530094,4525.563636,7356.353976,48.982,12.88
14:53.7,1440530094,4525.563815,7356.35409,48.982,12.99
14:53.7,1440530094,4525.563815,7356.35409,48.982,12.99
14:53.8,1440530094,4525.563994,7356.354197,48.978,13.04
14:53.8,1440530094,4525.563994,7356.354197,48.978,13.04
14:53.9,1440530094,4525.563994,7356.354197,48.978,13.04
14:53.9,1440530094,4525.564178,7356.35431,48.982,13.14
14:53.9,1440530094,4525.564178,7356.35431,48.982,13.14
14:54.0,1440530094,4525.564358,7356.354425,48.982,13.14
14:54.0,1440530094,4525.564358,7356.354425,48.982,13.2
14:54.1,1440530094,4525.564358,7356.354425,48.982,13.2
14:54.1,1440530094,4525.564542,7356.354543,48.979,13.28
14:54.1,1440530094,4525.564542,7356.354543,48.979,13.28
14:54.2,1440530094,4525.564723,7356.354657,48.975,13.31
14:54.2,1440530094,4525.564723,7356.354657,48.975,13.31
14:54.3,1440530094,4525.564723,7356.354657,48.975,13.31
14:54.3,1440530094,4525.564909,7356.35478,48.969,13.42
14:54.4,1440530094,4525.564909,7356.35478,48.969,13.42
14:54.4,1440530094,4525.565096,7356.354895,48.973,13.42
14:54.4,1440530094,4525.565096,7356.354895,48.973,13.57
14:54.5,1440530094,4525.565096,7356.354895,48.973,13.57
14:54.5,1440530095,4525.565286,7356.355013,48.972,13.66
14:54.5,1440530095,4525.565286,7356.355013,48.972,13.66
14:54.6,1440530095,4525.565471,7356.355134,48.965,13.66
14:54.6,1440530095,4525.565471,7356.355134,48.965,13.71
14:54.7,1440530095,4525.565471,7356.355134,48.965,13.71
14:54.7,1440530095,4525.565662,7356.355254,48.965,13.77
14:54.8,1440530095,4525.565662,7356.355254,48.965,13.77
14:54.8,1440530095,4525.565848,7356.355378,48.965,13.77
14:54.8,1440530095,4525.565848,7356.355378,48.965,13.81
14:54.9,1440530095,4525.565848,7356.355378,48.965,13.81
14:54.9,1440530095,4525.566037,7356.355505,48.962,13.86
14:54.9,1440530095,4525.566037,7356.355505,48.962,13.86
14:55.0,1440530095,4525.566223,7356.355627,48.955,13.86
14:55.0,1440530095,4525.566223,7356.355627,48.955,13.83
14:55.1,1440530095,4525.566223,7356.355627,48.955,13.83
14:55.1,1440530095,4525.566414,7356.355756,48.95,13.92
14:55.1,1440530095,4525.566414,7356.355756,48.95,13.92
14:55.2,1440530095,4525.566608,7356.355878,48.952,13.92
14:55.2,1440530095,4525.566608,7356.355878,48.952,14.02
14:55.3,1440530095,4525.566608,7356.355878,48.952,14.02
14:55.3,1440530095,4525.566804,7356.356004,48.947,14.15
14:55.3,1440530095,4525.566804,7356.356004,48.947,14.15
14:55.4,1440530095,4525.566993,7356.356132,48.946,14.14
14:55.4,1440530095,4525.566993,7356.356132,48.946,14.14
14:55.5,1440530095,4525.566993,7356.356132,48.946,14.14
14:55.5,1440530096,4525.567188,7356.356262,48.946,14.2
