datetime,unix_time,latitude,longitude,elevation,speed
39:46.0,1440531586,4525.767519,7355.734129,40.95,0.01
39:46.0,1440531586,4525.767519,7355.734129,40.95,0.01
39:46.1,1440531586,4525.767519,7355.734129,40.951,0.01
39:46.1,1440531586,4525.767519,7355.734129,40.951,0.02
39:46.1,1440531586,4525.767519,7355.734129,40.951,0.02
39:46.2,1440531586,4525.767519,7355.734129,40.95,0.02
39:46.2,1440531586,4525.767519,7355.734129,40.95,0.02
39:46.3,1440531586,4525.76752,7355.734129,40.95,0.02
39:46.3,1440531586,4525.76752,7355.734129,40.95,0.02
39:46.3,1440531586,4525.76752,7355.734129,40.95,0.02
39:46.4,1440531586,4525.767519,7355.734128,40.948,0.05
39:46.4,1440531586,4525.767519,7355.734128,40.948,0.05
39:46.5,1440531586,4525.767519,7355.734129,40.949,0.05
39:46.5,1440531587,4525.767519,7355.734129,40.949,0.04
39:46.5,1440531587,4525.767519,7355.734129,40.949,0.04
39:46.6,1440531587,4525.76752,7355.734128,40.95,0.02
39:46.6,1440531587,4525.76752,7355.734128,40.95,0.02
39:46.7,1440531587,4525.767521,7355.734129,40.952,0.02
39:46.7,1440531587,4525.767521,7355.734129,40.952,0.01
39:46.7,1440531587,4525.767521,7355.734129,40.952,0.01
39:46.8,1440531587,4525.767521,7355.734128,40.954,0.01
39:46.8,1440531587,4525.767521,7355.734128,40.954,0.01
39:46.9,1440531587,4525.767521,7355.734129,40.953,0.01
39:46.9,1440531587,4525.767521,7355.734129,40.953,0.02
39:46.9,1440531587,4525.767521,7355.734129,40.953,0.02
39:47.0,1440531587,4525.767522,7355.734129,40.958,0.02
39:47.0,1440531587,4525.767522,7355.734129,40.958,0.02
39:47.1,1440531587,4525.767522,7355.73413,40.959,0.02
39:47.1,1440531587,4525.767522,7355.73413,40.959,0.01
39:47.1,1440531587,4525.767522,7355.73413,40.959,0.01
39:47.2,1440531587,4525.767522,7355.73413,40.96,0.01
39:47.2,1440531587,4525.767522,7355.73413,40.96,0.01
39:47.3,1440531587,4525.767523,7355.73413,40.962,0.01
39:47.3,1440531587,4525.767523,7355.73413,40.962,0.01
39:47.3,1440531587,4525.767523,7355.73413,40.962,0.01
39:47.4,1440531587,4525.767524,7355.73413,40.96,0.04
39:47.4,1440531587,4525.767524,7355.73413,40.96,0.04
39:47.5,1440531587,4525.767525,7355.73413,40.961,0.04
39:47.5,1440531588,4525.767525,7355.73413,40.961,0.03
39:47.5,1440531588,4525.767525,7355.73413,40.961,0.03
39:47.6,1440531588,4525.767523,7355.734134,40.962,0.08
39:47.6,1440531588,4525.767523,7355.734134,40.962,0.08
39:47.7,1440531588,4525.76752,7355.734142,40.961,0.08
39:47.7,1440531588,4525.76752,7355.734142,40.961,0.22
39:47.7,1440531588,4525.76752,7355.734142,40.961,0.22
39:47.8,1440531588,4525.767512,7355.734157,40.958,0.54
39:47.8,1440531588,4525.767512,7355.734157,40.958,0.54
39:47.9,1440531588,4525.767502,7355.73418,40.957,0.54
39:47.9,1440531588,4525.767502,7355.73418,40.957,0.88
39:47.9,1440531588,4525.767502,7355.73418,40.957,0.88
39:48.0,1440531588,4525.76749,7355.734209,40.963,1.31
39:48.0,1440531588,4525.76749,7355.734209,40.963,1.31
39:48.1,1440531588,4525.767473,7355.734247,40.963,1.31
39:48.1,1440531588,4525.767473,7355.734247,40.963,1.76
39:48.1,1440531588,4525.767473,7355.734247,40.963,1.76
39:48.2,1440531588,4525.767456,7355.734291,40.957,2.22
39:48.2,1440531588,4525.767456,7355.734291,40.957,2.22
39:48.3,1440531588,4525.767434,7355.734351,40.954,2.22
39:48.3,1440531588,4525.767434,7355.734351,40.954,2.8
39:48.3,1440531588,4525.767434,7355.734351,40.954,2.8
39:48.4,1440531588,4525.767411,7355.734417,40.953,3.36
39:48.4,1440531588,4525.767411,7355.734417,40.953,3.36
39:48.5,1440531588,4525.767385,7355.734497,40.949,3.36
39:48.5,1440531589,4525.767385,7355.734497,40.949,3.94
39:48.5,1440531589,4525.767385,7355.734497,40.949,3.94
39:48.6,1440531589,4525.767353,7355.734576,40.943,4.39
39:48.6,1440531589,4525.767353,7355.734576,40.943,4.39
39:48.7,1440531589,4525.76732,7355.734671,40.94,4.39
39:48.7,1440531589,4525.76732,7355.734671,40.94,4.91
39:48.7,1440531589,4525.76732,7355.734671,40.94,4.91
39:48.8,1440531589,4525.767286,7355.734764,40.944,5.22
39:48.8,1440531589,4525.767286,7355.734764,40.944,5.22
39:48.9,1440531589,4525.767244,7355.734866,40.943,5.22
39:48.9,1440531589,4525.767244,7355.734866,40.943,5.6
39:48.9,1440531589,4525.767244,7355.734866,40.943,5.6
39:49.0,1440531589,4525.767202,7355.734959,40.938,5.69
39:49.0,1440531589,4525.767202,7355.734959,40.938,5.69
39:49.1,1440531589,4525.767153,7355.73506,40.939,5.69
39:49.1,1440531589,4525.767153,7355.73506,40.939,5.9
39:49.1,1440531589,4525.767153,7355.73506,40.939,5.9
39:49.2,1440531589,4525.767105,7355.735162,40.934,6.05
39:49.2,1440531589,4525.767105,7355.735162,40.934,6.05
39:49.3,1440531589,4525.767058,7355.735269,40.93,6.05
39:49.3,1440531589,4525.767058,7355.735269,40.93,6.17
39:49.3,1440531589,4525.767058,7355.735269,40.93,6.17
39:49.4,1440531589,4525.767018,7355.735382,40.921,6.28
39:49.4,1440531589,4525.767018,7355.735382,40.921,6.28
39:49.5,1440531589,4525.766979,7355.735503,40.913,6.28
39:49.5,1440531590,4525.766979,7355.735503,40.913,6.4
39:49.5,1440531590,4525.766979,7355.735503,40.913,6.4
39:49.6,1440531590,4525.766937,7355.735611,40.906,6.3
39:49.6,1440531590,4525.766937,7355.735611,40.906,6.3
39:49.7,1440531590,4525.766897,7355.735734,40.903,6.3
39:49.7,1440531590,4525.766897,7355.735734,40.903,6.39
39:49.7,1440531590,4525.766897,7355.735734,40.903,6.39
39:49.8,1440531590,4525.766852,7355.735851,40.891,6.43
39:49.8,1440531590,4525.766852,7355.735851,40.891,6.43
39:49.9,1440531590,4525.766807,7355.735971,40.889,6.43
39:49.9,1440531590,4525.766807,7355.735971,40.889,6.45
39:49.9,1440531590,4525.766807,7355.735971,40.889,6.45
39:50.0,1440531590,4525.766765,7355.736091,40.886,6.43
39:50.0,1440531590,4525.766765,7355.736091,40.886,6.43
39:50.1,1440531590,4525.766719,7355.736213,40.881,6.43
39:50.1,1440531590,4525.766719,7355.736213,40.881,6.48
