n,rtk,p,m,n,hz,t,v,
1,0.18,NaN,NaN,NaN,NaN,NaN,NaN,
2,0.12,263,500,263,25.3594689046,81.2538377374,2.33804029704,
3,0.04,404,500,404,24.0674344276,0.0,0.0,
4,0.04,420,500,420,24.140018072,0.0,0.0,
5,0.17,427,500,427,23.7926097365,0.0,0.0,
6,0.04,405,500,405,24.0252493141,0.0,0.0,
7,0.12,422,500,422,24.2730139991,0.0,0.0,
8,0.17,417,500,417,24.0171325828,0.0,0.0,
9,0.17,418,500,418,23.6713565741,0.0,0.0,
10,0.12,420,500,420,23.4339605775,0.0,0.0,
11,0.18,427,500,427,23.5027681273,0.0,0.0,
12,0.29,417,500,417,23.5111998027,0.0,0.0,
13,0.09,427,500,427,23.4306878425,0.0,0.0,
14,0.09,413,500,413,23.5205607739,0.0,0.0,
15,0.12,404,500,404,23.5648294848,0.0,0.0,
16,0.07,403,500,403,23.7411642176,0.0,0.0,
17,0.13,383,500,383,23.8794386404,0.0,0.0,
18,0.09,406,500,406,23.866937526,0.0,0.0,
19,0.09,404,500,404,23.6149809698,0.0,0.0,
20,0.12,412,500,412,23.8954918617,0.0,0.0,
21,0.1,384,500,384,24.3587221019,0.0,0.0,
22,0.12,335,500,335,24.3587221019,90.0,0.42120160675,
23,0.23,284,500,284,24.8201292399,90.0,0.631799732208,
24,0.23,304,500,304,24.4504526562,90.0,0.628848667145,
25,0.89,285,500,285,24.1341841637,90.0,0.655050750732,
26,0.66,257,500,257,24.5500594099,90.0,0.842397857666,
27,0.75,262,500,262,24.4762782881,90.0,0.884521499634,
28,1.02,260,500,260,24.5133282292,90.0,0.7581612854,
29,1.02,252,500,252,24.8804944892,90.0,0.8775,
30,1.25,249,500,249,25.0570762889,90.0,0.947704284668,
31,0.83,264,500,264,25.3459832489,90.0,1.01087635803,
32,0.79,267,500,267,25.2346641638,90.0,1.09175013542,
33,1.0,238,500,238,25.3987816251,90.0,1.31010150146,
34,1.0,233,500,233,25.511401444,90.0,1.31010150146,
35,1.13,216,500,216,25.780482258,90.0,1.31010150146,
36,1.45,210,500,210,25.9516396486,90.0,1.57211965942,
37,1.58,221,500,221,25.9794483639,90.0,1.51631989288,
38,1.73,212,500,212,25.9874966697,90.0,1.52845085907,
39,1.73,192,500,192,26.1104477798,90.0,1.84275,
40,1.64,193,500,193,26.1855958446,90.0,2.09289621119,
41,1.58,182,500,182,26.2639732495,90.0,1.97121773529,
42,1.74,168,500,168,26.3957055022,86.7268409729,2.02570566303,
43,2.29,147,500,147,26.5294370651,87.453940351,2.51852239199,
44,2.29,147,500,147,26.7982672477,90.0,2.72937634277,
45,2.15,178,500,178,26.5329613674,90.0,2.72166495458,
46,2.49,189,500,189,26.3150550857,87.3974352939,2.88499560578,
47,3.1,135,500,135,26.962265849,90.0,3.24793559434,
48,2.83,119,500,119,26.7129300572,90.0,3.1842735157,
49,2.83,97,500,97,27.1289859384,90.0,2.96001936607,
50,3.31,100,500,100,26.9388877114,90.0,3.24675,
51,3.86,89,500,89,27.0701552839,94.08561678,3.642326967,
52,3.48,86,500,86,27.2702707974,97.1250175921,3.70750695696,
53,3.2,90,500,90,27.4816474689,96.0090071126,3.63313166021,
54,3.2,95,500,95,27.57632579,90.4583888361,3.94875,
55,3.86,114,500,114,26.9381956442,90.0,3.97390212115,
56,3.28,83,500,83,27.0387436985,88.2101059767,3.94534502783,
57,3.39,75,500,75,27.4083774423,86.4964683552,4.1326430556,
58,4.12,99,500,99,27.4922753223,85.914393082,4.43184068696,
59,4.12,105,500,105,27.300090473,87.8389205118,4.70303910952,
60,4.35,122,500,122,27.2005914435,91.5236433441,4.63439737118,
61,4.42,106,500,106,27.2072962682,91.5551939159,4.67740295762,
62,4.89,107,500,107,27.3276605726,90.0,4.80251128183,
63,5.39,108,500,108,27.5328808308,90.0,4.92804032135,
64,5.39,97,500,97,27.9244217787,89.1815389638,5.24040332794,
65,5.57,125,500,125,27.7100499458,89.0122396004,5.26921029514,
66,5.98,112,500,112,27.7553418874,90.0,5.46311795246,
67,5.28,150,500,150,27.4332956158,90.0,5.67710204315,
68,5.41,125,500,125,27.9259091575,90.0,5.76401093376,
69,5.41,89,500,89,28.1102614454,90.0,5.82266962051,
70,5.64,98,500,98,28.1871480222,89.0759599036,5.82408948585,
71,5.27,105,500,105,28.1697314868,89.215175397,5.913649189,
72,5.68,91,500,91,28.5324861736,91.4210789293,6.02930984403,
73,5.12,104,500,104,28.251891069,91.382726924,5.89774384734,
74,5.12,120,500,120,28.1610312878,90.0,6.06528224945,
75,4.99,164,500,164,28.0047806318,87.7568998005,5.98232629553,
76,5.42,191,500,191,27.4823677417,88.9949166848,5.8977398311,
77,5.57,132,500,132,28.0253639893,88.7546337257,5.91904685731,
78,5.15,133,500,133,27.779975229,88.339717631,5.98063713939,
79,5.15,118,500,118,27.5991893243,90.0,5.89545273972,
80,5.05,137,500,137,27.2598138616,92.0095616517,5.79599270613,
81,5.27,148,500,148,27.1200398301,93.1080941675,5.78141219441,
82,5.1,147,500,147,27.1497074206,92.4895498836,5.88186881973,
83,5.85,135,500,135,26.8212303364,92.6225570686,5.61865882499,
84,5.85,135,500,135,27.0357808159,90.0,5.50242416382,
85,5.88,118,500,118,27.0446714124,89.0906195508,5.7640136812,
86,5.75,93,500,93,27.2755909608,87.0689932935,5.80010841656,
87,6.48,75,500,75,27.6273671591,86.5842226065,5.84111692932,
88,6.27,96,500,96,27.6716587278,86.9872175509,6.07169969357,
89,6.27,69,500,69,28.0238659976,88.3153153177,6.05633939022,
90,5.1,86,500,86,28.429213407,90.0,6.14312675374,
91,6.46,73,500,73,28.5920038174,90.0,6.40725232891,
92,6.01,79,500,79,28.3333828715,87.2736823819,6.31860934562,
93,6.18,117,500,117,27.7746404259,89.2097259221,6.37034926573,
94,6.18,97,500,97,28.1602750027,91.4166388554,6.3188774123,
95,6.15,119,500,119,28.474568907,90.0,6.28848466301,
96,5.68,107,500,107,28.85340451,90.0,6.55302950748,
97,5.8,88,500,88,28.8351551651,90.0,6.57602997352,
98,6.16,78,500,78,29.3090715973,90.0,6.75731978117,
99,6.47,102,500,102,29.0243166563,89.2701273333,6.91733399963,
100,6.47,104,500,104,29.0732045444,90.0,7.03346506523,
101,5.79,107,500,107,28.9972276954,90.0,6.98113806152,
