n,rtk,p,m,n,hz,t,v,
1,0.08,NaN,NaN,NaN,NaN,NaN,NaN,
2,0.08,245,500,245,25.1420898672,82.8750095967,3.05624020221,
3,0.05,413,500,413,23.4785607129,0.0,0.0,
4,0.17,424,500,424,23.5731732677,0.0,0.0,
5,0.08,439,500,439,23.4830300655,0.0,0.0,
6,0.08,432,500,432,23.5426082466,0.0,0.0,
7,0.07,437,500,437,23.5404941237,0.0,0.0,
8,0.11,427,500,427,23.7529958093,0.0,0.0,
9,0.2,426,500,426,23.6934201012,0.0,0.0,
10,0.14,420,500,420,23.7529958093,0.0,0.0,
11,0.14,421,500,421,23.7242440354,0.0,0.0,
12,0.09,419,500,419,23.8549921797,0.0,0.0,
13,0.26,422,500,422,23.693821637,0.0,0.0,
14,0.06,432,500,432,23.8100330955,0.0,0.0,
15,0.07,424,500,424,23.8436009528,0.0,0.0,
16,0.07,416,500,416,23.8389933103,0.0,0.0,
17,0.12,423,500,423,23.7275992963,0.0,0.0,
18,0.09,412,500,412,23.6793749188,0.0,0.0,
19,0.13,423,500,423,23.869654046,0.0,0.0,
20,0.13,414,500,414,23.8213922634,0.0,0.0,
21,0.13,409,500,409,23.977453452,0.0,0.0,
22,0.03,403,500,403,24.0113579116,0.0,0.0,
23,0.12,411,500,411,23.8799824642,0.0,0.0,
24,0.1,409,500,409,23.8719635743,0.0,0.0,
25,0.18,395,500,395,23.9279361512,0.0,0.0,
26,0.18,393,500,393,24.024010814,0.0,0.0,
27,0.18,410,500,410,23.820309971,0.0,0.0,
28,0.44,410,500,410,23.9366757027,0.0,0.0,
29,0.16,422,500,422,23.8293772086,0.0,0.0,
30,0.06,421,500,421,23.765916457,0.0,0.0,
31,0.06,432,500,432,23.4984229073,0.0,0.0,
32,0.09,420,500,420,23.7085540187,0.0,0.0,
33,0.12,409,500,409,23.9200214432,0.0,0.0,
34,0.24,423,500,423,23.7208897234,0.0,0.0,
35,0.25,424,500,424,23.693286259,0.0,0.0,
36,0.25,425,500,425,23.8105737626,0.0,0.0,
37,0.06,422,500,422,23.9417311688,0.0,0.0,
38,0.03,420,500,420,23.8744094443,0.0,0.0,
39,0.17,417,500,417,23.9652603191,0.0,0.0,
40,0.09,426,500,426,23.8954918617,0.0,0.0,
41,0.09,382,500,382,24.0894126836,0.0,0.0,
42,0.1,343,500,343,24.329191754,90.0,0.363918273926,
43,0.27,313,500,313,24.4972928774,90.0,0.505440856934,
44,0.26,282,500,282,24.7978242876,90.0,0.505436840057,
45,0.51,273,500,273,24.847183716,90.0,0.606528894424,
46,0.51,284,500,284,24.7849292079,90.0,0.631799732208,
47,0.76,281,500,281,24.8003169291,90.0,0.628847328186,
48,0.68,256,500,256,24.9968949837,90.0,0.5265,
49,0.38,217,500,217,25.3993968535,90.0,0.631799732208,
50,0.44,201,500,201,25.3562494332,90.0,0.786059829712,
51,0.44,216,500,216,25.4869080678,90.0,0.842397857666,
52,0.66,215,500,215,25.4212567882,90.0,0.875450723648,
53,1.08,181,500,181,25.6416300879,90.0,0.943272331238,
54,0.91,184,500,184,25.662809978,99.4623198341,1.07385340453,
55,1.06,161,500,161,25.9341491013,98.7461622626,1.17728946081,
56,1.06,162,500,162,25.8759107426,97.8623306997,1.28103181402,
