n,rtk,p,m,n,hz,t,v,
1,0.02,NaN,NaN,NaN,NaN,NaN,NaN,
2,0.02,107,500,107,29.6920855161,78.231711068,2.04455490058,
3,0.02,322,500,322,27.886361672,0.0,0.0,
4,0.02,341,500,341,27.7483642619,0.0,0.0,
5,0.02,326,500,326,27.6831649187,0.0,0.0,
6,0.02,306,500,306,27.9633316221,0.0,0.0,
7,0.02,318,500,318,27.8815419489,0.0,0.0,
8,0.03,308,500,308,27.976014674,0.0,0.0,
9,0.03,328,500,328,27.5953761028,0.0,0.0,
10,0.03,318,500,318,27.7693076714,0.0,0.0,
11,0.03,331,500,331,27.6464880827,0.0,0.0,
12,0.03,299,500,299,27.858948557,0.0,0.0,
13,0.03,325,500,325,27.4377821098,0.0,0.0,
14,0.03,307,500,307,27.6886474211,0.0,0.0,
15,0.03,333,500,333,27.6151800058,0.0,0.0,
16,0.03,317,500,317,27.5968286344,0.0,0.0,
17,0.03,306,500,306,27.4566414203,0.0,0.0,
18,0.01,299,500,299,27.6479460001,0.0,0.0,
19,0.01,295,500,295,27.7500165403,0.0,0.0,
20,0.03,305,500,305,27.715359963,0.0,0.0,
21,0.03,323,500,323,27.7322190118,0.0,0.0,
22,0.01,319,500,319,27.7831034803,0.0,0.0,
23,0.01,322,500,322,27.8963771923,0.0,0.0,
24,0.01,295,500,295,28.1483688686,0.0,0.0,
25,0.01,316,500,316,27.866167052,0.0,0.0,
26,0.01,323,500,323,27.8567282339,0.0,0.0,
27,0.0,312,500,312,28.136661546,0.0,0.0,
28,0.0,289,500,289,28.462395581,0.0,0.0,
29,0.0,311,500,311,28.2439007966,0.0,0.0,
30,0.01,304,500,304,28.3054663247,0.0,0.0,
31,0.01,302,500,302,28.3519606319,0.0,0.0,
32,0.03,292,500,292,28.1008448402,0.0,0.0,
33,0.03,311,500,311,28.0251767316,0.0,0.0,
34,0.03,312,500,312,28.111203453,0.0,0.0,
35,0.03,309,500,309,27.8147936921,0.0,0.0,
36,0.03,270,500,270,28.2494174064,0.0,0.0,
37,0.03,319,500,319,28.2574108009,0.0,0.0,
38,0.03,327,500,327,28.184875079,0.0,0.0,
39,0.03,334,500,334,28.0850391381,0.0,0.0,
40,0.04,291,500,291,28.1975703712,0.0,0.0,
41,0.04,324,500,324,28.0874840956,0.0,0.0,
42,0.04,306,500,306,28.1935900194,0.0,0.0,
43,0.02,319,500,319,27.9097424159,0.0,0.0,
44,0.02,292,500,292,28.004219691,0.0,0.0,
45,0.02,331,500,331,27.5620100278,0.0,0.0,
46,0.02,317,500,317,27.57632579,0.0,0.0,
47,0.02,325,500,325,27.5573017615,0.0,0.0,
48,0.05,287,500,287,28.1595187582,0.0,0.0,
49,0.05,333,500,333,27.8024406573,0.0,0.0,
50,0.03,301,500,301,28.1992765803,0.0,0.0,
51,0.03,342,500,342,27.7978341264,0.0,0.0,
52,0.03,360,500,360,27.7285522567,0.0,0.0,
53,0.05,327,500,327,27.7223209978,0.0,0.0,
54,0.05,356,500,356,27.3822530945,0.0,0.0,
55,0.05,332,500,332,27.85820841,0.0,0.0,
56,0.05,355,500,355,27.7408397048,0.0,0.0,
57,0.04,352,500,352,27.7384547216,0.0,0.0,
58,0.04,348,500,348,27.8713518686,0.0,0.0,
59,0.04,351,500,351,27.8737597608,0.0,0.0,
60,0.03,370,500,370,27.1569146698,0.0,0.0,
61,0.03,342,500,342,27.739922355,0.0,0.0,
62,0.03,348,500,348,27.7847598985,0.0,0.0,
63,0.03,350,500,350,27.7237869244,0.0,0.0,
64,0.03,356,500,356,27.6068189298,0.0,0.0,
65,0.02,352,500,352,27.2723986137,0.0,0.0,
66,0.02,331,500,331,27.2672569593,0.0,0.0,
67,0.02,339,500,339,27.3951301076,0.0,0.0,
68,0.02,349,500,349,27.5186101288,0.0,0.0,
69,0.02,349,500,349,27.7529544101,0.0,0.0,
70,0.02,354,500,354,27.5748754158,0.0,0.0,
71,0.02,334,500,334,27.3679594926,0.0,0.0,
72,0.06,339,500,339,27.1880728593,0.0,0.0,
73,0.06,324,500,324,27.2844625142,0.0,0.0,
74,0.06,357,500,357,27.5209574552,0.0,0.0,
75,0.06,360,500,360,27.5406546505,0.0,0.0,
76,0.06,359,500,359,27.6548732082,0.0,0.0,
77,0.03,325,500,325,27.84655628,0.0,0.0,
78,0.03,334,500,334,27.9164298313,0.0,0.0,
79,0.03,338,500,338,27.8628349742,0.0,0.0,
80,0.04,344,500,344,27.6235461479,0.0,0.0,
81,0.04,331,500,331,27.6985213998,0.0,0.0,
82,0.04,327,500,327,27.276832631,0.0,0.0,
83,0.03,333,500,333,27.1577938644,0.0,0.0,
84,0.03,295,500,295,27.5442718765,0.0,0.0,
85,0.01,325,500,325,27.2042963328,0.0,0.0,
86,0.01,313,500,313,27.438500085,0.0,0.0,
87,0.01,318,500,318,27.6831649187,0.0,0.0,
88,0.01,328,500,328,27.5392080261,0.0,0.0,
89,0.01,328,500,328,27.7599343446,0.0,0.0,
90,0.02,343,500,343,27.3096892234,0.0,0.0,
91,0.02,349,500,349,27.209414268,0.0,0.0,
92,0.04,338,500,338,27.3134238939,0.0,0.0,
93,0.04,330,500,330,27.7124300467,0.0,0.0,
94,0.04,326,500,326,27.8024406573,0.0,0.0,
95,0.03,332,500,332,27.580133748,0.0,0.0,
96,0.03,323,500,323,27.6930349868,0.0,0.0,
97,0.03,320,500,320,27.8164538913,0.0,0.0,
98,0.03,316,500,316,27.6135437446,0.0,0.0,
99,0.03,335,500,335,27.1614871034,0.0,0.0,
100,0.03,309,500,309,27.2961818052,0.0,0.0,
101,0.03,317,500,317,27.706206031,0.0,0.0,
102,0.03,319,500,319,27.7900985901,0.0,0.0,
103,0.03,338,500,338,27.7292855301,0.0,0.0,
104,0.03,340,500,340,27.766917791,0.0,0.0,
105,0.03,341,500,341,27.6649055807,0.0,0.0,
106,0.03,331,500,331,27.2992020411,0.0,0.0,
107,0.03,355,500,355,27.4424496205,0.0,0.0,
108,0.02,353,500,353,27.5406546505,0.0,0.0,
109,0.02,352,500,352,27.3658167393,0.0,0.0,
110,0.02,355,500,355,27.6930349868,0.0,0.0,
111,0.02,352,500,352,26.7987809164,0.0,0.0,
112,0.02,359,500,359,27.280735759,0.0,0.0,
113,0.03,365,500,365,27.5893860261,0.0,0.0,
114,0.03,353,500,353,27.3043557511,0.0,0.0,
115,0.03,373,500,373,26.9388877114,0.0,0.0,
116,0.03,364,500,364,27.0795929962,0.0,0.0,
117,0.03,358,500,358,27.6182712505,0.0,0.0,
118,0.04,350,500,350,27.7146274258,0.0,0.0,
119,0.04,360,500,360,27.5944683483,0.0,0.0,
120,0.03,350,500,350,27.7008995205,0.0,0.0,
121,0.03,335,500,335,27.9463766957,0.0,0.0,
122,0.05,338,500,338,27.7785033545,0.0,0.0,
123,0.05,343,500,343,27.6097265558,0.0,0.0,
124,0.05,345,500,345,27.6503154439,0.0,0.0,
125,0.04,341,500,341,27.3290850568,0.0,0.0,
126,0.04,355,500,355,27.5421014269,0.0,0.0,
127,0.05,330,500,330,27.8980471452,0.0,0.0,
128,0.05,355,500,355,27.65560259,0.0,0.0,
129,0.05,329,500,329,27.8063113233,0.0,0.0,
130,0.04,350,500,350,27.5460808459,0.0,0.0,
131,0.04,342,500,342,27.7647121126,0.0,0.0,
132,0.01,342,500,342,27.7761118911,0.0,0.0,
133,0.01,352,500,352,27.3695667778,0.0,0.0,
134,0.01,336,500,336,27.8334361915,0.0,0.0,
135,0.01,341,500,341,27.5785016372,0.0,0.0,
136,0.01,326,500,326,27.7016313321,0.0,0.0,
137,0.01,351,500,351,27.6220908025,0.0,0.0,
138,0.05,347,500,347,27.7454273637,0.0,0.0,
139,0.05,335,500,335,27.704741963,0.0,0.0,
140,0.04,330,500,330,27.8854346728,0.0,0.0,
141,0.04,346,500,346,27.7223209978,0.0,0.0,
142,0.04,340,500,340,27.74928217,0.0,0.0,
143,0.04,336,500,336,27.7838396418,0.0,0.0,
144,0.04,335,500,335,27.7223209978,0.0,0.0,
145,0.05,327,500,327,27.8876595745,0.0,0.0,
146,0.05,330,500,330,27.9063999095,0.0,0.0,
147,0.02,305,500,305,28.0120749072,0.0,0.0,
148,0.02,314,500,314,27.8474806961,0.0,0.0,
149,0.02,347,500,347,27.732402375,0.0,0.0,
150,0.01,332,500,332,27.4332956158,0.0,0.0,
151,0.01,316,500,316,27.2814455386,0.0,0.0,
152,0.01,304,500,304,27.3822530945,0.0,0.0,
153,0.05,308,500,308,27.3365660358,0.0,0.0,
154,0.05,318,500,318,27.2263701453,0.0,0.0,
155,0.04,316,500,316,27.2182428179,0.0,0.0,
156,0.04,332,500,332,27.0813414429,0.0,0.0,
157,0.04,295,500,295,27.4596972713,0.0,0.0,
158,0.02,317,500,317,27.2874801572,0.0,0.0,
159,0.02,318,500,318,27.4243270281,0.0,0.0,
160,0.02,335,500,335,27.1694045707,0.0,0.0,
161,0.02,320,500,320,27.8511789743,0.0,0.0,
162,0.02,321,500,321,27.9102995781,0.0,0.0,
163,0.04,320,500,320,27.5444527628,0.0,0.0,
164,0.04,323,500,323,27.6663654413,0.0,0.0,
165,0.03,347,500,347,27.6954121656,0.0,0.0,
166,0.03,353,500,353,27.6288230606,0.0,0.0,
167,0.03,339,500,339,27.6235461479,0.0,0.0,
168,0.03,348,500,348,27.6862714035,0.0,0.0,
169,0.03,349,500,349,27.579226996,0.0,0.0,
170,0.04,342,500,342,27.1377623645,0.0,0.0,
171,0.04,330,500,330,27.07609678,0.0,0.0,
172,0.04,326,500,326,27.1975929865,0.0,0.0,
173,0.02,339,500,339,27.0745237772,0.0,0.0,
174,0.02,352,500,352,26.8016920777,0.0,0.0,
175,0.03,357,500,357,26.8419995008,0.0,0.0,
176,0.03,347,500,347,27.0152328075,0.0,0.0,
177,0.03,360,500,360,27.2493649422,0.0,0.0,
178,0.01,337,500,337,27.4875908486,0.0,0.0,
179,0.01,341,500,341,27.4821876699,0.0,0.0,
180,0.01,342,500,342,27.0350837614,0.0,0.0,
181,0.01,356,500,356,26.950485125,0.0,0.0,
182,0.01,351,500,351,26.943213937,0.0,0.0,
183,0.02,371,500,371,27.0738247236,0.0,0.0,
184,0.02,363,500,363,27.3283727961,0.0,0.0,
185,0.03,343,500,343,27.552052131,0.0,0.0,
186,0.03,370,500,370,27.4785867308,0.0,0.0,
187,0.03,349,500,349,27.4944379257,0.0,0.0,
188,0.07,364,500,364,27.4266582967,0.0,0.0,
189,0.07,353,500,353,27.532338635,0.0,0.0,
190,0.05,372,500,372,27.1172344236,0.0,0.0,
191,0.05,367,500,367,27.3440511115,0.0,0.0,
192,0.05,338,500,338,27.3508268559,0.0,0.0,
193,0.05,357,500,357,27.5777763167,0.0,0.0,
194,0.05,356,500,356,26.02264563,0.0,0.0,
195,0.04,352,500,352,27.5496994975,0.0,0.0,
196,0.04,341,500,341,27.7637931833,0.0,0.0,
197,0.04,341,500,341,27.4627538025,0.0,0.0,
198,0.05,334,500,334,27.6488572766,0.0,0.0,
199,0.05,359,500,359,27.5292665958,0.0,0.0,
200,0.04,277,500,277,28.2549361716,-90.0,0.151631721497,
201,0.04,278,500,278,28.2304037046,-90.0,0.151631721497,
202,0.04,286,500,286,27.7825513847,0.0,0.0,
203,0.04,296,500,296,28.1483688686,0.0,0.0,
204,0.04,328,500,328,27.9119711983,0.0,0.0,
205,0.05,319,500,319,27.3888689361,0.0,0.0,
206,0.05,302,500,302,27.1723968152,0.0,0.0,
207,0.01,296,500,296,28.0364166254,0.0,0.0,
208,0.01,282,500,282,28.2421891834,0.0,0.0,
209,0.01,310,500,310,28.0010414511,0.0,0.0,
210,0.01,318,500,318,27.9073283032,0.0,0.0,
211,0.01,308,500,308,27.9642638078,0.0,0.0,
212,0.01,303,500,303,27.9073283032,0.0,0.0,
213,0.04,336,500,336,27.2612312812,0.0,0.0,
214,0.04,342,500,342,26.9789150039,0.0,0.0,
215,0.03,345,500,345,27.0371750327,0.0,0.0,
216,0.03,339,500,339,27.0225429243,0.0,0.0,
217,0.03,325,500,325,27.1179357208,0.0,0.0,
218,0.02,313,500,313,27.4861497932,0.0,0.0,
219,0.02,326,500,326,27.6273671591,0.0,0.0,
220,0.01,335,500,335,27.5124728601,0.0,0.0,
221,0.01,311,500,311,27.928326486,0.0,0.0,
222,0.01,324,500,324,27.6311892276,0.0,0.0,
223,0.01,326,500,326,27.4370641722,0.0,0.0,
224,0.01,335,500,335,27.3627817464,0.0,0.0,
225,0.01,355,500,355,27.4040796059,0.0,0.0,
226,0.01,328,500,328,26.871750189,0.0,0.0,
227,0.01,322,500,322,27.7994923017,0.0,0.0,
228,0.0,332,500,332,27.6015504182,0.0,0.0,
229,0.0,353,500,353,27.6013687813,0.0,0.0,
230,0.01,344,500,344,27.7115145749,0.0,0.0,
231,0.01,341,500,341,27.5687130275,0.0,0.0,
232,0.01,334,500,334,27.5392080261,0.0,0.0,
233,0.02,360,500,360,26.9245346001,0.0,0.0,
234,0.02,336,500,336,27.1054930852,0.0,0.0,
235,0.01,319,500,319,27.2368014338,0.0,0.0,
236,0.01,334,500,334,27.1096977688,0.0,0.0,
237,0.01,331,500,331,27.7353365162,0.0,0.0,
238,0.02,341,500,341,27.747629979,0.0,0.0,
239,0.02,345,500,345,27.5209574552,0.0,0.0,
240,0.02,289,500,289,27.6915723104,0.0,0.0,
241,0.02,213,500,213,28.6943053389,-90.0,0.315900535583,
242,0.02,176,500,176,29.1323711226,-90.0,0.545874732971,
243,0.03,168,500,168,29.2781783787,-104.036243468,0.625194984092,
244,0.03,171,500,171,29.3324381784,-90.0,0.536187366486,
245,0.14,153,500,153,29.6323006818,-90.0,0.727833869934,
246,0.14,184,500,184,29.244087461,-90.0,0.758159946442,
247,0.14,197,500,197,29.0790499036,-90.0,0.758159946442,
248,0.48,157,500,157,29.7521120766,-97.1249603063,0.953530960858,
249,0.48,187,500,187,29.5386002225,-99.462322208,1.10680948771,
250,0.78,186,500,186,29.6314633095,-102.528829137,1.16498223307,
251,0.78,199,500,199,29.6937671679,-102.528805923,1.20060507493,
252,0.78,191,500,191,29.8045435489,-98.7461643682,1.38500514794,
253,1.1,153,500,153,30.23531956,-94.7636467152,1.3191717572,
254,1.1,151,500,151,30.3453504945,-95.7105901319,1.26990303757,
255,1.47,135,500,135,30.4347485361,-98.1300804976,1.51479986302,
256,1.47,136,500,136,30.1423212361,-99.462322208,1.66200643202,
257,1.47,132,500,132,30.0569995342,-101.309927804,1.61803005225,
258,1.62,122,500,122,30.0382720293,-98.9726266149,1.71415997327,
259,1.62,117,500,117,30.101436066,-97.5946440314,1.94836619056,
260,1.92,90,500,90,30.4449106099,-97.1249906627,2.11272843883,
261,1.92,81,500,81,30.6843414391,-96.8427734126,2.14440053613,
262,1.92,83,500,83,30.8003847933,-97.3598232307,2.22130567956,
263,2.16,93,500,93,30.9319016505,-98.4269690215,2.3380396337,
264,2.16,101,500,101,30.879524104,-97.853313302,2.56884284504,
265,2.43,100,500,100,30.8681611446,-97.7651635554,2.75540589115,
266,2.43,98,500,98,30.8384298098,-97.5946433686,2.68049958135,
267,2.43,120,500,120,30.4637062216,-96.8427759982,2.79138433815,
268,2.85,112,500,112,30.5342302204,-94.9697344632,2.9170154298,
269,2.85,102,500,102,30.672000117,-95.9061505421,3.06999642523,
270,3.21,108,500,108,30.4460155921,-97.5946473454,3.18932321387,
271,3.21,116,500,116,30.4619362336,-96.5819466494,3.29540667365,
272,3.21,88,500,88,30.7759768133,-97.1250216029,3.43652845982,
273,3.47,89,500,89,30.566941414,-96.3401917459,3.50033409049,
274,3.47,79,500,79,30.8395635422,-95.042459199,3.60612918946,
275,3.87,74,500,74,30.9157139803,-94.8990951106,3.68399542439,
276,3.87,93,500,93,30.3315254335,-93.3664479422,3.77732919038,
277,3.87,78,500,78,30.5137935048,-93.9909130984,3.80291156895,
278,4.13,81,500,81,30.4442476591,-96.1701700977,3.97305022936,
279,4.13,102,500,102,30.3600671724,-96.0090104486,4.06027509074,
280,4.4,94,500,94,30.3959301104,-96.0724564072,4.12824378581,
281,4.4,77,500,77,30.6035183469,-95.1944280783,4.23300757165,
282,4.4,92,500,92,30.4237104952,-94.6668583714,4.31293094321,
283,4.52,82,500,82,30.4962664049,-92.7927131751,4.30366847233,
284,4.52,64,500,64,30.5295629072,-92.4895535186,4.30333014217,
285,4.67,67,500,67,30.388662677,-93.4685810036,4.31092693897,
286,4.67,72,500,72,30.3453504945,-93.4336303625,4.40777327327,
287,4.67,67,500,67,30.3517186482,-94.038263117,4.48899360241,
288,4.73,95,500,95,29.8997283984,-94.398705355,4.56472746166,
289,4.73,85,500,85,29.8605611442,-94.7636493671,4.57903832352,
290,4.79,80,500,80,29.9240466593,-94.6354591312,4.57648008845,
291,4.79,70,500,70,29.9869451137,-93.2704890347,4.48598978162,
292,4.79,64,500,64,29.7576002668,-90.451148845,4.38837741227,
293,4.76,69,500,69,29.9078300925,-91.3971775621,4.40193866158,
294,4.76,96,500,96,29.6937671679,-92.2457425659,4.47868985447,
295,4.77,121,500,121,29.3918417973,-93.2704933572,4.53279553858,
296,4.77,118,500,118,29.4914534422,-92.8624122355,4.53279553858,
297,4.77,85,500,85,29.8720452393,-93.3018656744,4.55905759147,
298,4.74,58,500,58,29.7177514206,-93.2097677766,4.56189334448,
299,4.74,81,500,81,29.5386002225,-92.6629940821,4.57058744173,
