n,rtk,p,m,n,hz,t,v,
1,0.06,NaN,NaN,NaN,NaN,NaN,NaN,
2,0.05,698,1000,698,11.6676653286,0.0,0.0,
3,0.05,804,1000,804,13.1764587614,0.0,0.0,
4,0.05,789,1000,789,13.2590995593,0.0,0.0,
5,0.05,790,1000,790,13.3264196025,0.0,0.0,
6,0.05,739,1000,739,13.4287772502,0.0,0.0,
7,0.07,799,1000,799,13.3191408284,0.0,0.0,
8,0.07,790,1000,790,13.319986789,0.0,0.0,
9,0.07,771,1000,771,13.3614857762,0.0,0.0,
10,0.06,788,1000,788,13.3435051363,0.0,0.0,
11,0.06,828,1000,828,13.2359193153,0.0,0.0,
12,0.04,783,1000,783,13.3194791997,0.0,0.0,
13,0.04,797,1000,797,13.356847834,0.0,0.0,
14,0.04,736,1000,736,13.47074164,0.0,0.0,
15,0.04,806,1000,806,13.3175337994,0.0,0.0,
16,0.04,753,1000,753,13.3674048908,0.0,0.0,
17,0.02,776,1000,776,13.3627202666,0.0,0.0,
18,0.02,780,1000,780,13.3410010433,0.0,0.0,
19,0.02,797,1000,797,13.3083220165,0.0,0.0,
20,0.03,788,1000,788,13.3579112977,0.0,0.0,
21,0.03,806,1000,806,13.3194791997,0.0,0.0,
22,0.03,805,1000,805,13.3091666032,0.0,0.0,
23,0.03,768,1000,768,13.3702172423,0.0,0.0,
24,0.03,798,1000,798,13.3327738679,0.0,0.0,
25,0.03,795,1000,795,13.3443541947,0.0,0.0,
26,0.03,816,1000,816,13.2322447125,0.0,0.0,
27,0.05,787,1000,787,13.3842113493,0.0,0.0,
28,0.05,777,1000,777,13.3697058177,0.0,0.0,
29,0.05,818,1000,818,13.304227291,0.0,0.0,
30,0.06,803,1000,803,13.2663128396,0.0,0.0,
31,0.06,726,1000,726,13.4803963476,0.0,0.0,
32,0.05,762,1000,762,13.40337265,0.0,0.0,
33,0.05,719,1000,719,13.5036589881,0.0,0.0,
34,0.05,680,1000,680,13.6137594817,0.0,0.0,
35,0.05,711,1000,711,13.5263040779,0.0,0.0,
36,0.05,767,1000,767,13.35935788,0.0,0.0,
37,0.05,720,1000,720,13.438544103,0.0,0.0,
38,0.05,703,1000,703,13.5073119048,0.0,0.0,
39,0.05,687,1000,687,13.5676083082,0.0,0.0,
40,0.02,744,1000,744,13.4039294891,0.0,0.0,
41,0.02,733,1000,733,13.4919742404,0.0,0.0,
42,0.02,684,1000,684,13.5842183163,0.0,0.0,
43,0.02,684,1000,684,13.5722181235,0.0,0.0,
44,0.02,718,1000,718,13.4538467707,0.0,0.0,
45,0.01,715,1000,715,11.5060282939,0.0,0.0,
46,0.01,752,1000,752,13.4375969141,0.0,0.0,
47,0.03,777,1000,777,13.380795452,0.0,0.0,
48,0.03,739,1000,739,13.4531563231,0.0,0.0,
49,0.03,783,1000,783,13.3525531644,0.0,0.0,
50,0.04,779,1000,779,13.3694927356,0.0,0.0,
51,0.04,797,1000,797,13.3422317512,0.0,0.0,
52,0.02,778,1000,778,13.3194791997,0.0,0.0,
53,0.02,791,1000,791,13.3779359794,0.0,0.0,
54,0.02,779,1000,779,13.3800697985,0.0,0.0,
55,0.04,771,1000,771,13.3698762882,0.0,0.0,
56,0.04,785,1000,785,13.3461375692,0.0,0.0,
57,0.03,791,1000,791,13.3546788932,0.0,0.0,
58,0.03,785,1000,785,13.2874525992,0.0,0.0,
59,0.03,752,1000,752,13.4356168596,0.0,0.0,
60,0.03,653,1000,653,13.6187986843,-90.0,0.1755,
61,0.03,499,1000,499,14.0256147884,-90.0,0.628850006104,
