n,rtk,p,m,n,hz,t,v,
1,0.02,NaN,NaN,NaN,NaN,NaN,NaN,
2,0.0,375,750,375,16.2672696316,77.4711922908,1.6858503107,
3,0.0,568,750,568,15.7398940242,0.0,0.0,
4,0.02,525,750,525,15.8420293249,0.0,0.0,
5,0.02,576,750,576,15.7037691556,0.0,0.0,
6,0.02,540,750,540,15.802040478,0.0,0.0,
7,0.01,549,750,549,15.8248153151,0.0,0.0,
8,0.01,543,750,543,15.7888349332,0.0,0.0,
9,0.03,558,750,558,15.667868256,0.0,0.0,
10,0.03,571,750,571,15.6215930337,0.0,0.0,
11,0.03,528,750,528,15.8087707065,0.0,0.0,
12,0.03,557,750,557,15.7552072182,0.0,0.0,
13,0.03,562,750,562,15.7736342918,0.0,0.0,
14,0.02,511,750,511,15.95277651,0.0,0.0,
15,0.02,540,750,540,15.8408326976,0.0,0.0,
16,0.02,536,750,536,15.7760668008,0.0,0.0,
17,0.02,469,750,469,16.0087327911,90.0,0.105301071167,
18,0.02,481,750,481,15.8760891782,90.0,0.1755,
19,0.03,477,750,477,16.0061058448,90.0,0.210599464417,
20,0.03,440,750,440,16.0846742649,90.0,0.252720428467,
21,0.03,434,750,434,16.1396979317,90.0,0.262018157959,
22,0.06,432,750,432,16.1181140791,90.0,0.262019496918,
23,0.06,434,750,434,16.2016679478,90.0,0.26325,
24,0.18,488,750,488,16.0079385071,90.0,0.26325,
25,0.18,477,750,477,16.0577639442,90.0,0.262018157959,
26,0.18,484,750,484,16.0256146719,90.0,0.262020835876,
27,0.27,460,750,460,16.2274306496,90.0,0.252720428467,
28,0.27,494,750,494,16.1025203954,90.0,0.262018157959,
29,0.3,484,750,484,16.1441707755,90.0,0.252719758987,
30,0.3,503,750,503,16.056780378,90.0,0.214475749969,
31,0.3,462,750,462,16.050083038,90.0,0.214475749969,
32,0.34,473,750,473,15.9284222359,90.0,0.210602142334,
33,0.34,473,750,473,16.1480243781,90.0,0.210600133896,
34,0.35,446,750,446,16.1720576044,90.0,0.218349357605,
35,0.35,462,750,462,16.1822278465,90.0,0.210602142334,
36,0.35,469,750,469,16.1155130348,90.0,0.210599464417,
37,0.33,450,750,450,16.2737074903,90.0,0.210600803375,
38,0.33,462,750,462,16.2493084665,90.0,0.218349357605,
39,0.32,468,750,468,16.1704988819,90.0,0.210599464417,
40,0.32,468,750,468,16.0924500648,90.0,0.218349357605,
41,0.32,459,750,459,16.1670707499,90.0,0.210602142334,
42,0.3,461,750,461,16.0516186314,90.0,0.210600133896,
43,0.3,470,750,470,16.0389741001,90.0,0.210600803375,
44,0.29,450,750,450,16.1300772988,90.0,0.210600133896,
45,0.29,470,750,470,16.2153226399,90.0,0.210599464417,
46,0.29,465,750,465,16.1569195448,90.0,0.210599464417,
47,0.26,447,750,447,16.2807823836,90.0,0.210599464417,
48,0.26,457,750,457,16.194849222,90.0,0.210599464417,
49,0.26,445,750,445,16.2869147193,90.0,0.181959136963,
50,0.26,451,750,451,16.2672696316,90.0,0.1755,
51,0.26,450,750,450,16.136344925,0.0,0.0,
52,0.24,404,750,404,16.3923242271,-90.0,0.262020835876,
53,0.24,415,750,415,16.3958485624,-90.0,0.314425003052,
54,0.09,423,750,423,16.3220273026,-90.0,0.315900535583,
55,0.09,365,750,365,16.5311009688,-90.0,0.436701393127,
56,0.09,340,750,340,16.585094268,-90.0,0.606526885986,
57,0.09,357,750,357,16.543098076,-90.0,0.606528224945,
58,0.09,366,750,366,16.4325273072,-90.0,0.63179839325,
59,0.38,414,750,414,16.4020679029,-90.0,0.737099464417,
60,0.38,391,750,391,16.3500226093,-90.0,0.702,
61,0.38,363,750,363,16.4673660406,-90.0,0.786060833931,
62,0.71,394,750,394,16.3524448915,-90.0,0.943272331238,
63,0.71,374,750,374,16.4109241725,-90.0,0.884521499634,
64,0.83,372,750,372,16.4039282097,-90.0,0.8775,
65,0.83,377,750,377,16.356207226,-90.0,1.06142472839,
66,0.83,376,750,376,16.2203393108,-90.0,1.13723925018,
67,1.08,365,750,365,16.2959002891,-90.0,0.909791667938,
68,1.08,326,750,326,16.5527605667,-90.0,0.947698928833,
69,1.23,349,750,349,16.525108938,-90.0,1.14075,
70,1.23,352,750,352,16.6433369972,-90.0,1.06142472839,
71,1.23,385,750,385,16.5190561899,-90.0,1.04807798767,
72,1.32,351,750,351,16.5982864718,-90.0,1.27370860291,
73,1.32,320,750,320,16.6761584796,-90.0,1.5795,
74,1.41,314,750,314,16.6772193925,-90.0,1.47419959831,
75,1.41,320,750,320,16.7551662013,-85.2365103235,1.3956915175,
76,1.41,298,750,298,16.8160273912,-90.0,1.81958333588,
77,1.55,258,750,258,16.9248002583,-86.633504165,1.89832334071,
78,1.55,246,750,246,17.0334674848,-83.9909940425,1.67646139607,
79,1.8,233,750,233,17.1185600882,-85.0302592719,1.977038437,
80,1.8,227,750,227,17.1030635671,-90.0,2.20096966553,
81,1.8,251,750,251,16.9279423991,-90.0,2.10691366612,
82,2.05,236,750,236,17.1632518609,-90.0,2.13779788799,
83,2.05,219,750,219,17.177450599,-90.0,2.52939177303,
84,2.31,240,750,240,17.140316464,-90.0,2.7799193573,
85,2.31,215,750,215,17.1490765765,-86.4236734996,2.54626248156,
86,2.31,194,750,194,17.3067327966,-90.0,2.62020166397,
87,2.61,168,750,168,17.42739734,-89.2655634968,2.95028023582,
88,2.61,161,750,161,17.5892040141,-88.2642927249,3.09596676956,
89,2.9,181,750,181,17.4947090057,-90.0,2.90167940595,
90,2.9,202,750,202,17.4380482775,-90.0,2.98479016222,
91,2.9,191,750,191,17.1842067527,-88.3153156821,3.16021851499,
92,3.23,160,750,160,17.2747281713,-86.9059419411,3.2877893243,
93,3.23,170,750,170,17.3028774159,-85.6013273685,3.47631083418,
94,3.47,161,750,161,17.2463867039,-85.7108466712,3.65178210276,
95,3.47,186,750,186,17.2063421738,-86.4236786125,3.68967620531,
96,3.47,161,750,161,17.2678295739,-86.1859197929,3.67314502966,
97,3.79,180,750,180,17.1756920557,-86.7295215616,3.75228579927,
98,3.79,157,750,157,17.2398650176,-88.7269699799,3.93636664009,
99,4.03,168,750,168,17.2923196167,-90.0,4.04549506423,
100,4.03,182,750,182,17.2944586699,-91.4881238787,4.0968715412,
101,4.03,156,750,156,17.3686533851,-90.0,4.212,
102,4.32,131,750,131,17.4544486059,-87.7542574341,4.39994151572,
103,4.32,120,750,120,17.6881560358,-86.8201642759,4.55597496304,
104,4.52,123,750,123,17.6997257037,-85.8403577063,4.65230635138,
105,4.52,113,750,113,17.6906926033,-84.8056037295,4.6906629095,
106,4.52,114,750,114,17.6233481935,-86.820167545,4.72683087745,
107,4.79,119,750,119,17.743378443,-90.0,4.73931243035,
108,4.79,141,750,141,17.6263847098,-91.041626676,4.8522244606,
109,4.85,127,750,127,17.5540163307,-91.4320984595,4.93451608811,
110,4.85,136,750,136,17.7175950763,-90.0,4.97838516998,
111,4.85,106,750,106,17.8497731703,-87.137620134,4.98634382002,
112,5.01,128,750,128,17.8221651894,-86.2241613792,5.00588825021,
113,5.01,140,750,140,17.9526860733,-87.0643217762,5.01303695569,
114,5.16,120,750,120,17.9381746643,-87.5633576791,5.05878583147,
115,5.16,133,750,133,17.9856348332,-88.0250658639,5.18230083204,
116,5.16,144,750,144,17.7733783074,-90.0,5.265,
117,5.24,153,750,153,17.8217865535,-91.332221987,5.34521166229,
118,5.24,149,750,149,17.8198936152,-90.0,5.265,
119,5.1,139,750,139,17.7635927799,-88.3634262598,5.16077595157,
120,5.1,149,750,149,17.6519031025,-87.9174347203,5.04060556257,
121,5.1,156,750,156,17.5408022014,-88.7678836215,5.09808466727,
122,5.15,182,750,182,17.4608429221,-88.985941903,5.24040366268,
123,5.15,130,750,130,17.6535376068,-88.1221225527,5.26921029514,
124,5.11,140,750,140,17.606555175,-87.7542630276,5.35445137565,
125,5.11,120,750,120,17.6220894569,-88.152389734,5.43495028666,
