n,rtk,p,m,n,hz,t,v,
1,0.03,NaN,NaN,NaN,NaN,NaN,NaN,
2,0.03,0,750,0,25.779214633,NaN,NaN,
3,0.04,550,750,550,19.1589842911,0.0,0.0,
4,0.04,28,750,28,17.3183807621,0.0,0.0,
5,0.04,554,750,554,15.9073390703,0.0,0.0,
6,0.02,153,750,153,15.6747189668,0.0,0.0,
7,0.02,604,750,604,14.424171977,0.0,0.0,
8,0.02,539,750,539,14.4786943194,0.0,0.0,
9,0.02,598,750,598,14.3884955266,0.0,0.0,
10,0.02,607,750,607,14.3223629845,0.0,0.0,
11,0.03,583,750,583,14.4801438933,0.0,0.0,
12,0.03,581,750,581,14.4327090165,0.0,0.0,
13,0.01,605,750,605,14.3973857286,0.0,0.0,
14,0.01,589,750,589,14.4537970343,0.0,0.0,
15,0.01,600,750,600,14.3225586144,0.0,0.0,
16,0.01,578,750,578,14.3698617935,0.0,0.0,
17,0.01,602,750,602,14.3298985979,0.0,0.0,
18,0.03,573,750,573,14.3837092465,0.0,0.0,
19,0.03,582,750,582,14.4899986872,0.0,0.0,
20,0.03,443,750,443,14.7173725394,0.0,0.0,
21,0.01,461,750,461,14.7933663932,0.0,0.0,
22,0.01,455,750,455,14.7769490666,90.0,0.126360214233,
23,0.1,445,750,445,14.752936128,90.0,0.126360214233,
24,0.1,443,750,443,14.7944099949,90.0,0.126360214233,
25,0.1,425,750,425,14.7570886241,90.0,0.151629043579,
26,0.11,428,750,428,14.7472821119,90.0,0.126360214233,
27,0.11,438,750,438,14.6273470413,90.0,0.126360214233,
28,0.12,450,750,450,14.7308116461,90.0,0.126360214233,
29,0.12,485,750,485,14.6636041044,0.0,0.0,
30,0.12,467,750,467,14.6957149364,0.0,0.0,
31,0.13,489,750,489,14.7416324278,0.0,0.0,
32,0.13,540,750,540,14.4713509411,0.0,0.0,
33,0.14,523,750,523,14.6042751143,0.0,0.0,
34,0.14,597,750,597,14.3552056951,0.0,0.0,
35,0.14,600,750,600,14.2767320431,0.0,0.0,
36,0.11,580,750,580,14.3628742843,0.0,0.0,
37,0.11,616,750,616,14.294929996,0.0,0.0,
38,0.06,623,750,623,14.3379812738,0.0,0.0,
39,0.06,617,750,617,14.4038627302,0.0,0.0,
40,0.06,617,750,617,14.4204030131,0.0,0.0,
41,0.03,624,750,624,14.3406284939,0.0,0.0,
42,0.03,616,750,616,14.1474820387,0.0,0.0,
43,0.04,622,750,622,14.3791726233,0.0,0.0,
44,0.04,605,750,605,14.3893346873,0.0,0.0,
45,0.04,616,750,616,14.349459625,0.0,0.0,
46,0.05,609,750,609,14.2509258693,0.0,0.0,
47,0.05,627,750,627,14.1482455963,0.0,0.0,
48,0.03,631,750,631,14.3702556583,0.0,0.0,
49,0.03,590,750,590,14.4870958828,0.0,0.0,
50,0.03,584,750,584,14.514619114,0.0,0.0,
51,0.03,602,750,602,14.3963973859,0.0,0.0,
52,0.03,602,750,602,14.4164873616,0.0,0.0,
53,0.03,585,750,585,14.4519045568,0.0,0.0,
54,0.03,569,750,569,14.4801938838,0.0,0.0,
55,0.03,573,750,573,14.5218053651,0.0,0.0,
56,0.02,565,750,565,14.5093470229,0.0,0.0,
57,0.02,599,750,599,14.5456764949,0.0,0.0,
58,0.05,602,750,602,14.5053829261,0.0,0.0,
59,0.05,595,750,595,14.4325103659,0.0,0.0,
60,0.05,610,750,610,14.3626283691,0.0,0.0,
61,0.06,589,750,589,14.3955574013,0.0,0.0,
62,0.06,588,750,588,14.4108901876,0.0,0.0,
63,0.03,576,750,576,14.4148523392,0.0,0.0,
64,0.03,608,750,608,14.3965456287,0.0,0.0,
65,0.03,598,750,598,14.5087447421,0.0,0.0,
66,0.03,601,750,601,14.5051321068,0.0,0.0,
67,0.03,592,750,592,14.5061856062,0.0,0.0,
68,0.03,584,750,584,14.4885471396,0.0,0.0,
69,0.03,582,750,582,14.4644639328,0.0,0.0,
70,0.03,584,750,584,14.4729988061,0.0,0.0,
71,0.01,580,750,580,14.5433564494,0.0,0.0,
72,0.01,598,750,598,14.4227335873,0.0,0.0,
73,0.02,620,750,620,14.326227666,0.0,0.0,
74,0.02,614,750,614,14.3320041141,0.0,0.0,
75,0.02,641,750,641,14.3135163174,0.0,0.0,
76,0.01,628,750,628,14.303461023,0.0,0.0,
77,0.01,480,750,480,14.6408776909,-90.0,0.151633060455,
78,0.04,463,750,463,14.7167012277,-90.0,0.421200267792,
79,0.04,444,750,444,14.8447291582,-104.036243468,0.434164353835,
80,0.04,419,750,419,14.8698855237,-116.565051177,0.47091471846,
81,0.08,410,750,410,14.9009482057,-116.565051177,0.565098859754,
82,0.08,434,750,434,14.8844498227,-116.565051177,0.588644895077,
83,0.34,415,750,415,14.9204549093,-116.565051177,0.585896400541,
84,0.34,412,750,412,14.8769530349,-116.565051177,0.585896400541,
85,0.34,364,750,364,14.8449393185,-108.434940039,0.76659619667,
86,0.52,365,750,365,14.9969572042,-104.036264896,0.900277789437,
87,0.52,383,750,383,14.8401071354,-108.434948823,0.799172165209,
88,0.69,384,750,384,14.8555601599,-116.565051177,0.784859860102,
89,0.69,365,750,365,14.8062652014,-111.801409486,0.945096423652,
90,0.69,391,750,391,14.5972610368,-108.434924538,1.10389817008,
91,0.92,353,750,353,14.8103954802,-108.434948823,1.10995945872,
92,0.92,362,750,362,14.7708604794,-116.565051177,1.17178801068,
93,1.06,344,750,344,14.7540778314,-116.565051177,1.17728979015,
94,1.06,327,750,327,14.8847139318,-111.801364054,1.47440819173,
95,1.06,300,750,300,15.0634205205,-108.434956412,1.58308677886,
96,1.23,320,750,320,14.9307057576,-111.037484737,1.56539603033,
97,1.23,325,750,325,14.8741041254,-108.434948823,1.66493918808,
98,1.49,291,750,291,15.2734529194,-106.389544975,1.8997010823,
99,1.49,259,750,259,15.1889940284,-108.434948823,1.89832215236,
100,1.49,273,750,273,14.9844200478,-109.983076978,1.79936731413,
101,1.71,249,750,249,15.3454263407,-107.354046242,2.07145108507,
102,1.71,264,750,264,15.3647639771,-105.255080874,2.36274105913,
103,1.91,270,750,270,15.0758735214,-106.260204708,2.23910356276,
104,1.91,281,750,281,15.198736067,-105.945400674,2.27964268385,
105,1.91,269,750,269,15.3369533818,-102.994627451,2.64813677705,
106,2.23,250,750,250,14.9091051275,-100.885522897,2.70126890398,
107,2.23,249,750,249,15.2833036362,-99.462322208,2.68463377391,
108,2.58,244,750,244,15.1391589966,-98.972610206,2.93399212868,
109,2.58,248,750,248,15.0500159675,-99.865824767,2.99504056203,
110,2.58,244,750,244,15.1258921069,-101.633633999,2.96018092775,
