n,rtk,p,m,n,hz,t,v,
1,0.0,NaN,NaN,NaN,NaN,NaN,NaN,
2,0.04,27,750,27,20.8190206736,81.0273635398,2.43395837747,
3,0.04,569,750,569,18.1537808979,0.0,0.0,
4,0.04,534,750,534,18.3408866306,0.0,0.0,
5,0.04,556,750,556,18.3456197212,0.0,0.0,
6,0.04,538,750,538,18.4863940481,0.0,0.0,
7,0.06,547,750,547,18.4423377948,0.0,0.0,
8,0.06,554,750,554,18.4788196265,0.0,0.0,
9,0.06,546,750,546,18.4757264874,0.0,0.0,
10,0.06,551,750,551,18.2514990905,0.0,0.0,
11,0.06,555,750,555,18.3894564236,0.0,0.0,
12,0.05,460,750,460,18.8076103869,0.0,0.0,
13,0.05,452,750,452,18.8576695336,0.0,0.0,
14,0.05,474,750,474,18.7983381215,90.0,0.105301071167,
15,0.04,462,750,462,18.8547873034,90.0,0.126360214233,
16,0.04,461,750,461,18.9372776363,90.0,0.151631721497,
17,0.05,429,750,429,19.1178529755,90.0,0.151631721497,
18,0.05,446,750,446,19.1431570684,90.0,0.151630382538,
19,0.05,464,750,464,19.0854048643,90.0,0.151631721497,
20,0.06,449,750,449,18.8721788273,90.0,0.126360214233,
21,0.06,441,750,441,18.7733486111,90.0,0.151631721497,
22,0.11,450,750,450,19.0185955191,90.0,0.126360214233,
23,0.11,459,750,459,19.2300469484,90.0,0.151631721497,
24,0.11,423,750,423,19.7726079188,90.0,0.126360214233,
25,0.13,434,750,434,19.3524906336,90.0,0.126360214233,
26,0.13,462,750,462,19.2023147322,90.0,0.126360214233,
27,0.14,490,750,490,19.1373050021,90.0,0.126360214233,
28,0.14,413,750,413,19.6155004536,90.0,0.126357536316,
29,0.14,463,750,463,19.3896180143,90.0,0.126360214233,
30,0.15,458,750,458,19.4280579372,0.0,0.0,
31,0.15,462,750,462,19.2640508527,0.0,0.0,
32,0.17,480,750,480,19.1817653811,0.0,0.0,
33,0.17,519,750,519,18.8326912543,0.0,0.0,
34,0.17,523,750,523,19.0317126846,0.0,0.0,
35,0.13,532,750,532,18.9448047842,0.0,0.0,
36,0.13,553,750,553,18.7048645177,0.0,0.0,
37,0.13,548,750,548,18.9728274883,0.0,0.0,
38,0.13,554,750,554,18.5171626734,0.0,0.0,
39,0.13,568,750,568,18.3989752768,0.0,0.0,
40,0.1,566,750,566,18.4039806584,0.0,0.0,
41,0.1,566,750,566,18.6992773168,0.0,0.0,
42,0.05,550,750,550,18.9114912573,0.0,0.0,
43,0.05,535,750,535,18.8462305777,0.0,0.0,
44,0.05,552,750,552,18.7768784471,0.0,0.0,
45,0.03,551,750,551,18.8925804476,0.0,0.0,
46,0.03,548,750,548,18.8932612613,0.0,0.0,
47,0.03,554,750,554,18.8569065046,0.0,0.0,
48,0.03,556,750,556,18.8476702751,0.0,0.0,
49,0.03,554,750,554,18.9605627181,0.0,0.0,
50,0.02,528,750,528,19.153384935,0.0,0.0,
51,0.02,545,750,545,19.0679650491,0.0,0.0,
52,0.02,560,750,560,18.9703389447,0.0,0.0,
53,0.02,543,750,543,19.0476155876,0.0,0.0,
54,0.02,557,750,557,18.9999003416,0.0,0.0,
55,0.03,569,750,569,18.9483137946,0.0,0.0,
56,0.03,524,750,524,19.1486630235,0.0,0.0,
57,0.03,567,750,567,18.7286683248,0.0,0.0,
58,0.03,534,750,534,19.1171558797,0.0,0.0,
59,0.03,555,750,555,18.8597893828,0.0,0.0,
60,0.01,575,750,575,18.3755991133,0.0,0.0,
