n,rtk,p,m,n,hz,t,v,
1,0.03,NaN,NaN,NaN,NaN,NaN,NaN,
2,0.03,122,500,122,29.4072973049,-71.7981738668,22.0215960258,
3,0.04,419,500,419,26.6120843353,0.0,0.0,
4,0.04,225,500,225,21.2174300139,0.0,0.0,
5,0.04,403,500,403,20.375733551,0.0,0.0,
6,0.02,294,500,294,18.8320147987,0.0,0.0,
7,0.02,423,500,423,18.2861926146,0.0,0.0,
8,0.02,399,500,399,18.4593826193,0.0,0.0,
9,0.02,422,500,422,18.3092617895,0.0,0.0,
10,0.02,418,500,418,18.3803501391,0.0,0.0,
11,0.03,420,500,420,18.3351139632,0.0,0.0,
12,0.03,408,500,408,18.4372304838,0.0,0.0,
13,0.01,427,500,427,18.3267820783,0.0,0.0,
14,0.01,419,500,419,18.3338316417,0.0,0.0,
15,0.01,427,500,427,18.2928918469,0.0,0.0,
16,0.01,415,500,415,18.3850230344,0.0,0.0,
17,0.01,422,500,422,18.3731842792,0.0,0.0,
18,0.03,415,500,415,18.3860707335,0.0,0.0,
19,0.03,417,500,417,18.3345529255,0.0,0.0,
20,0.03,375,500,375,18.4169103635,0.0,0.0,
21,0.01,361,500,361,18.6188429987,0.0,0.0,
22,0.01,373,500,373,18.5284510825,90.0,0.126358205795,
23,0.1,380,500,380,18.5384421589,90.0,0.126360214233,
24,0.1,367,500,367,18.5573892345,90.0,0.126360214233,
25,0.1,348,500,348,18.6088476572,90.0,0.126360214233,
26,0.11,367,500,367,18.5370493136,90.0,0.126360214233,
27,0.11,371,500,371,18.5601812518,90.0,0.126360214233,
28,0.12,374,500,374,18.5137298004,90.0,0.126360214233,
29,0.12,372,500,372,18.5408186721,0.0,0.0,
30,0.12,369,500,369,18.5742362043,0.0,0.0,
31,0.13,380,500,380,18.5632205783,0.0,0.0,
32,0.13,407,500,407,18.4267005241,0.0,0.0,
33,0.14,389,500,389,18.5591136166,0.0,0.0,
34,0.14,427,500,427,18.3590300271,0.0,0.0,
35,0.14,430,500,430,18.3452185171,0.0,0.0,
36,0.11,419,500,419,18.4240294482,0.0,0.0,
37,0.11,427,500,427,18.2732069027,0.0,0.0,
38,0.06,437,500,437,18.3274227237,0.0,0.0,
39,0.06,428,500,428,18.3982489154,0.0,0.0,
40,0.06,425,500,425,18.4168294964,0.0,0.0,
41,0.03,417,500,417,18.4301011956,0.0,0.0,
42,0.03,424,500,424,18.3996209795,0.0,0.0,
43,0.04,435,500,435,18.3227790592,0.0,0.0,
44,0.04,427,500,427,18.302949904,0.0,0.0,
45,0.04,426,500,426,18.3867961335,0.0,0.0,
46,0.05,421,500,421,18.4013161647,0.0,0.0,
47,0.05,435,500,435,18.3307868468,0.0,0.0,
48,0.03,431,500,431,18.2661243261,0.0,0.0,
49,0.03,412,500,412,18.4570269354,0.0,0.0,
50,0.03,410,500,410,18.4562959834,0.0,0.0,
51,0.03,426,500,426,18.3509975499,0.0,0.0,
52,0.03,434,500,434,18.3594318356,0.0,0.0,
53,0.03,416,500,416,18.4413647555,0.0,0.0,
54,0.03,415,500,415,18.4135145577,0.0,0.0,
55,0.03,411,500,411,18.458976424,0.0,0.0,
56,0.02,408,500,408,18.4185278541,0.0,0.0,
57,0.02,423,500,423,18.34257101,0.0,0.0,
58,0.05,426,500,426,18.4101200039,0.0,0.0,
59,0.05,430,500,430,18.3274227237,0.0,0.0,
60,0.05,428,500,428,18.4291294471,0.0,0.0,
61,0.06,418,500,418,18.344977803,0.0,0.0,
62,0.06,411,500,411,18.3241398895,0.0,0.0,
63,0.03,418,500,418,18.4389326065,0.0,0.0,
64,0.03,431,500,431,18.3536474902,0.0,0.0,
65,0.03,426,500,426,18.3479470512,0.0,0.0,
66,0.03,421,500,421,18.3857483518,0.0,0.0,
67,0.03,422,500,422,18.428400703,0.0,0.0,
68,0.03,421,500,421,18.3628077211,0.0,0.0,
69,0.03,408,500,408,18.5140566858,0.0,0.0,
70,0.03,420,500,420,18.4542658647,0.0,0.0,
71,0.01,424,500,424,18.3534065549,0.0,0.0,
72,0.01,416,500,416,18.4584077807,0.0,0.0,
73,0.02,428,500,428,18.4090695623,0.0,0.0,
