n,rtk,p,m,n,hz,t,v,
1,0.04,NaN,NaN,NaN,NaN,NaN,NaN,
2,0.05,129,250,129,40.4398893142,83.9910058247,2.95591235537,
3,0.05,197,250,197,39.0793082886,0.0,0.0,
4,0.05,198,250,198,39.3266387256,0.0,0.0,
5,0.05,186,250,186,39.5036873087,0.0,0.0,
6,0.05,192,250,192,39.5055477065,0.0,0.0,
7,0.06,185,250,185,39.8610950077,0.0,0.0,
8,0.06,194,250,194,39.5633070792,0.0,0.0,
9,0.06,185,250,185,39.7820775476,0.0,0.0,
10,0.03,189,250,189,39.2725093633,0.0,0.0,
11,0.03,199,250,199,39.0840423054,0.0,0.0,
12,0.03,184,250,184,39.4168162467,0.0,0.0,
13,0.03,186,250,186,39.8440551735,0.0,0.0,
14,0.03,192,250,192,39.8058632045,0.0,0.0,
15,0.04,180,250,180,40.275628961,0.0,0.0,
16,0.04,181,250,181,40.2011252432,90.0,0.151631721497,
17,0.03,177,250,177,40.2980726735,90.0,0.1755,
18,0.03,191,250,191,39.8327033752,90.0,0.16356719971,
19,0.03,185,250,185,40.1510965605,90.0,0.181958467484,
20,0.11,187,250,187,40.0433819598,90.0,0.181958467484,
21,0.11,195,250,195,39.8137980787,90.0,0.181958467484,
22,0.13,190,250,190,39.6733288561,90.0,0.210600133896,
23,0.13,189,250,189,39.7786819169,90.0,0.210600133896,
24,0.13,186,250,186,40.1541716529,90.0,0.242189517975,
25,0.17,183,250,183,40.4348211703,90.0,0.252720428467,
26,0.17,185,250,185,40.427026506,90.0,0.252720093727,
27,0.23,186,250,186,40.2965240282,90.0,0.252720428467,
28,0.23,180,250,180,40.4695439064,90.0,0.218350027084,
29,0.23,179,250,179,40.4922043192,90.0,0.210600133896,
30,0.2,180,250,180,40.7681032639,90.0,0.210599799156,
31,0.2,199,250,199,40.2675089525,90.0,0.181959136963,
32,0.22,184,250,184,40.5611225546,90.0,0.181958467484,
33,0.22,174,250,174,40.9736045171,90.0,0.178728899002,
34,0.22,182,250,182,40.6901890783,90.0,0.181958467484,
35,0.19,180,250,180,40.7447372767,90.0,0.210600133896,
36,0.19,188,250,188,40.5368177908,90.0,0.210600133896,
37,0.17,183,250,183,40.4547111758,90.0,0.181958802223,
38,0.17,189,250,189,40.6373615727,90.0,0.151632390976,
39,0.17,183,250,183,40.1011922404,90.0,0.151631721497,
40,0.12,182,250,182,40.222328775,90.0,0.151631721497,
41,0.12,170,250,170,41.0441726196,90.0,0.126360214233,
42,0.1,177,250,177,40.5595536258,90.0,0.126360214233,
43,0.1,173,250,173,40.4547111758,90.0,0.151632056236,
44,0.1,180,250,180,40.6870313425,90.0,0.151633395195,
45,0.1,190,250,190,40.4285851985,90.0,0.151631721497,
46,0.1,192,250,192,40.5583770089,90.0,0.151633060455,
47,0.09,180,250,180,40.7946700384,90.0,0.126360214233,
48,0.09,187,250,187,40.7229795332,90.0,0.126360214233,
49,0.09,181,250,181,40.6389365269,90.0,0.126360214233,
50,0.07,182,250,182,40.7431541114,90.0,0.126360214233,
51,0.07,185,250,185,40.8945048945,90.0,0.151631721497,
52,0.08,186,250,186,40.5744633512,90.0,0.126360214233,
53,0.08,194,250,194,40.7748408108,90.0,0.126360214233,
54,0.08,178,250,178,40.8467141911,0.0,0.0,
55,0.07,178,250,178,40.8562633937,0.0,0.0,
56,0.07,174,250,174,40.6751941969,0.0,0.0,
57,0.06,172,250,172,40.8514882344,-90.0,0.45489516449,
58,0.06,173,250,173,40.8097531549,-90.0,0.943272331238,
59,0.06,176,250,176,40.6787446173,-90.0,0.8775,
60,0.15,167,250,167,40.5415196652,-75.9637476037,0.98016189606,
61,0.15,163,250,163,40.783166738,-75.9637217115,1.10389736543,
62,0.33,164,250,164,40.6074606202,-80.5377086536,1.28862400009,
63,0.33,161,250,161,40.4937680418,-80.5377110275,1.32817191355,
64,0.33,155,250,155,40.8713920992,-90.0,1.28483254376,
65,0.62,165,250,165,39.8959773996,-90.0,1.73783565895,
66,0.62,158,250,158,40.2752422197,-83.9909940425,1.90706487898,
67,1.01,152,250,152,40.2400798219,-81.0273596017,2.03435661367,
68,1.01,147,250,147,40.2366055583,-79.5085856008,2.32330450275,
69,1.01,139,250,139,39.9887879337,-78.4242218916,2.51309467233,
70,1.33,134,250,134,40.0494996563,-79.399382209,2.58229628916,
71,1.33,136,250,136,39.9217993014,-80.9096889815,2.66881206017,
72,1.69,144,250,144,38.9562632933,-83.6597904011,2.89692529801,
73,1.69,132,250,132,39.2401766335,-83.884481734,3.15514044843,
74,1.69,138,250,138,39.013878037,-83.1572179688,3.11462675327,
75,2.13,137,250,137,38.8941292111,-84.427778345,3.11071052581,
76,2.13,129,250,129,38.4929196149,-84.8055920915,3.40104155554,
77,2.53,140,250,140,38.6981962449,-84.7099105372,3.36582952039,
78,2.53,133,250,133,38.9830565185,-84.8055660924,3.41632566548,
79,2.53,133,250,133,39.2188955174,-90.0,3.6805532634,
80,2.79,128,250,128,39.1070003357,-90.0,4.21900944901,
81,2.79,133,250,133,39.2725093633,-90.0,4.71636433411,
82,3.16,131,250,131,39.7281932276,-90.0,4.32159000443,
83,3.16,123,250,123,39.8709468901,-90.0,4.42483012598,
84,3.16,122,250,122,40.1991987579,-90.0,4.77360214233,
85,3.57,138,250,138,39.9408073286,-91.4589705154,5.1123897685,
86,3.57,133,250,133,40.2265721657,-92.586651504,5.46736287062,
87,3.91,130,250,130,40.09965869,-94.8304199583,6.25245690209,
88,3.91,127,250,127,40.0896934708,-90.9240453528,5.78778557167,
89,3.91,126,250,126,40.4235198874,-90.161393638,6.30113849201,
90,4.18,143,250,143,39.9506986579,-89.5724263518,7.20555290222,
91,4.18,134,250,134,40.0368839549,24.9877130016,21.3343563538,
92,4.57,125,250,125,39.9922195313,-92.5212901816,6.79469694723,
93,4.57,128,250,128,40.0625059698,-93.0211214013,6.49368695804,
94,4.57,139,250,139,39.082221394,-93.5214667764,6.61039108523,
95,4.86,129,250,129,39.0363903728,-93.7152891054,6.81755994988,
96,4.86,127,250,127,39.4509250637,-93.6913950887,6.86472013268,
97,5.15,124,250,124,40.2138446788,-93.2245139624,7.35525666929,
98,5.15,127,250,127,40.4040497452,-92.6942842899,7.20886053674,
99,5.15,114,250,114,40.2624839211,-94.7783738075,7.63567784756,
100,5.42,112,250,112,40.1622460118,-97.867783978,6.90724437557,
101,5.42,137,250,137,39.3872043122,-96.6718561685,6.66453085733,
102,5.69,128,250,128,38.9729142082,-96.8831764854,6.83225126252,
103,5.69,129,250,129,38.0895229619,-94.3777649186,7.69679588725,
