n,rtk,p,m,n,hz,t,v,
1,0.04,NaN,NaN,NaN,NaN,NaN,NaN,
2,0.04,407,1000,407,15.3207070246,81.7501823612,31.355764161,
3,0.03,790,1000,790,13.1006496752,0.0,0.0,
4,0.03,809,1000,809,12.9750170142,0.0,0.0,
5,0.03,785,1000,785,13.0565243648,0.0,0.0,
6,0.03,778,1000,778,13.1926222289,0.0,0.0,
7,0.03,808,1000,808,13.1478762421,0.0,0.0,
8,0.02,788,1000,788,13.2063715967,0.0,0.0,
9,0.02,777,1000,777,13.1314521507,0.0,0.0,
10,0.02,787,1000,787,13.2807209193,0.0,0.0,
11,0.03,776,1000,776,13.2966355039,0.0,0.0,
12,0.03,764,1000,764,13.3251494761,0.0,0.0,
13,0.04,773,1000,773,13.3820335133,0.0,0.0,
14,0.04,784,1000,784,13.3929725518,0.0,0.0,
15,0.04,786,1000,786,13.2848011859,0.0,0.0,
16,0.04,763,1000,763,13.5003556703,0.0,0.0,
17,0.04,788,1000,788,13.5493753977,0.0,0.0,
18,0.04,771,1000,771,13.521768986,0.0,0.0,
19,0.01,774,1000,774,13.4614895789,0.0,0.0,
20,0.01,721,1000,721,13.6817925307,0.0,0.0,
21,0.01,736,1000,736,13.698638727,0.0,0.0,
22,0.01,719,1000,719,13.6526222593,0.0,0.0,
23,0.01,697,1000,697,13.771864616,0.0,0.0,
24,0.02,683,1000,683,13.7663500482,0.0,0.0,
25,0.02,729,1000,729,13.6753688398,0.0,0.0,
26,0.03,726,1000,726,13.7451466174,0.0,0.0,
27,0.03,713,1000,713,13.7270626739,0.0,0.0,
28,0.03,727,1000,727,13.6624950325,0.0,0.0,
29,0.03,763,1000,763,13.5963719703,0.0,0.0,
30,0.03,755,1000,755,13.6241513945,0.0,0.0,
31,0.03,776,1000,776,13.5764355538,0.0,0.0,
32,0.03,760,1000,760,13.6139804212,0.0,0.0,
33,0.03,778,1000,778,11.4631669281,0.0,0.0,
34,0.01,737,1000,737,13.6980571332,0.0,0.0,
35,0.01,771,1000,771,13.6703322491,0.0,0.0,
36,0.03,748,1000,748,13.5958430984,0.0,0.0,
37,0.03,744,1000,744,13.6058104343,0.0,0.0,
38,0.03,770,1000,770,13.5374803521,0.0,0.0,
39,0.03,766,1000,766,13.5246466724,0.0,0.0,
40,0.03,747,1000,747,13.619550464,0.0,0.0,
41,0.04,761,1000,761,13.5360386236,0.0,0.0,
42,0.04,754,1000,754,13.5415013382,0.0,0.0,
43,0.01,771,1000,771,13.4152905316,0.0,0.0,
44,0.01,754,1000,754,13.5436876588,0.0,0.0,
45,0.01,775,1000,775,13.4889369147,0.0,0.0,
46,0.01,742,1000,742,13.5982233461,0.0,0.0,
47,0.01,789,1000,789,13.4885465006,0.0,0.0,
48,0.01,765,1000,765,13.56392271,0.0,0.0,
49,0.02,771,1000,771,13.503485089,0.0,0.0,
50,0.02,780,1000,780,13.460971148,0.0,0.0,
51,0.03,773,1000,773,13.546662188,0.0,0.0,
52,0.03,752,1000,752,13.5071379116,0.0,0.0,
53,0.02,754,1000,754,13.5080514261,0.0,0.0,
54,0.02,765,1000,765,13.4370372743,0.0,0.0,
55,0.02,779,1000,779,13.3843394793,0.0,0.0,
56,0.01,786,1000,786,13.391518681,0.0,0.0,
57,0.01,762,1000,762,13.47074164,0.0,0.0,
58,0.05,768,1000,768,13.3507680751,0.0,0.0,
59,0.05,771,1000,771,13.3689813664,0.0,0.0,
60,0.05,757,1000,757,13.4043150201,0.0,0.0,
61,0.04,754,1000,754,13.5615544541,0.0,0.0,
62,0.04,768,1000,768,13.5158866217,0.0,0.0,
63,0.04,765,1000,765,13.4852505715,0.0,0.0,
64,0.05,760,1000,760,13.4318305547,0.0,0.0,
65,0.05,766,1000,766,13.5463121756,0.0,0.0,
66,0.05,761,1000,761,13.5171933714,0.0,0.0,
67,0.05,772,1000,772,13.4137889128,0.0,0.0,
68,0.03,734,1000,734,13.4976620551,0.0,0.0,
69,0.03,759,1000,759,13.503485089,0.0,0.0,
70,0.03,753,1000,753,13.5482812308,0.0,0.0,
71,0.04,742,1000,742,13.5897199956,0.0,0.0,
72,0.04,722,1000,722,13.6036040127,0.0,0.0,
73,0.05,716,1000,716,13.6280469182,0.0,0.0,
74,0.05,717,1000,717,13.4911062935,0.0,0.0,
75,0.05,720,1000,720,13.6799183309,0.0,0.0,
76,0.04,753,1000,753,11.5018002825,0.0,0.0,
77,0.04,742,1000,742,13.6247267294,0.0,0.0,
78,0.04,727,1000,727,13.6278698006,0.0,0.0,
79,0.05,716,1000,716,13.5411515924,0.0,0.0,
80,0.05,771,1000,771,13.5137092669,0.0,0.0,
81,0.03,753,1000,753,13.6037363778,0.0,0.0,
82,0.03,774,1000,774,13.5217253941,0.0,0.0,
83,0.03,745,1000,745,13.6360663093,0.0,0.0,
84,0.03,764,1000,764,13.5374803521,0.0,0.0,
85,0.03,740,1000,740,13.5987964932,0.0,0.0,
