n,rtk,p,m,n,hz,t,v,
1,0.06,NaN,NaN,NaN,NaN,NaN,NaN,
2,0.06,624,1000,624,13.3214251685,0.0,0.0,
3,0.06,821,1000,821,13.107363842,0.0,0.0,
4,0.06,836,1000,836,12.9805985993,0.0,0.0,
5,0.08,825,1000,825,13.0469800328,0.0,0.0,
6,0.08,821,1000,821,13.0456408821,0.0,0.0,
7,0.03,853,1000,853,12.7555843453,0.0,0.0,
8,0.03,832,1000,832,12.8017971273,0.0,0.0,
9,0.03,824,1000,824,12.1915392083,0.0,0.0,
10,0.02,849,1000,849,12.1265066685,0.0,0.0,
11,0.02,763,1000,763,12.598912619,0.0,0.0,
12,0.06,742,1000,742,13.0671003358,90.0,0.126360214233,
13,0.06,747,1000,747,13.0327099174,90.0,0.138994628906,
14,0.06,783,1000,783,13.1551340196,90.0,0.1755,
15,0.06,762,1000,762,13.1037602629,90.0,0.1755,
16,0.06,770,1000,770,12.4560964817,90.0,0.181959136963,
17,0.11,779,1000,779,13.1884325014,90.0,0.210599464417,
18,0.11,744,1000,744,13.2625794069,90.0,0.210596786499,
19,0.11,744,1000,744,13.1412852085,90.0,0.210602142334,
20,0.18,734,1000,734,13.214568368,90.0,0.210599464417,
21,0.18,763,1000,763,13.0026908721,90.0,0.181959136963,
22,0.19,775,1000,775,12.9085296607,90.0,0.181957798004,
23,0.19,755,1000,755,12.8369422502,90.0,0.151631721497,
24,0.19,753,1000,753,12.9900460224,90.0,0.151631721497,
25,0.23,733,1000,733,13.0191579444,90.0,0.126360214233,
26,0.23,739,1000,739,11.1326504882,90.0,0.126360214233,
27,0.18,748,1000,748,13.1059713152,90.0,0.105301071167,
28,0.18,777,1000,777,13.0267597585,0.0,0.0,
29,0.18,802,1000,802,13.0104752481,0.0,0.0,
30,0.13,827,1000,827,12.9540187285,0.0,0.0,
31,0.13,817,1000,817,12.9973319285,0.0,0.0,
32,0.1,796,1000,796,12.9360799178,0.0,0.0,
33,0.1,823,1000,823,13.0079735518,0.0,0.0,
34,0.1,828,1000,828,12.956219554,0.0,0.0,
35,0.03,843,1000,843,12.9663129063,0.0,0.0,
36,0.03,820,1000,820,13.0248989199,0.0,0.0,
37,0.02,808,1000,808,12.9688387021,0.0,0.0,
38,0.02,820,1000,820,13.1068723282,0.0,0.0,
39,0.02,817,1000,817,13.1316165996,0.0,0.0,
40,0.02,837,1000,837,13.0895291357,0.0,0.0,
41,0.02,813,1000,813,13.1471756309,0.0,0.0,
42,0.03,836,1000,836,13.0696655542,0.0,0.0,
43,0.03,817,1000,817,13.0794062617,0.0,0.0,
44,0.03,840,1000,840,13.0691768636,0.0,0.0,
45,0.03,840,1000,840,13.0395167583,0.0,0.0,
46,0.03,816,1000,816,13.085935355,0.0,0.0,
47,0.02,821,1000,821,13.1046200279,0.0,0.0,
48,0.02,811,1000,811,13.1513391821,0.0,0.0,
49,0.02,823,1000,823,13.0956594501,0.0,0.0,
50,0.03,795,1000,795,13.0654314488,0.0,0.0,
51,0.03,819,1000,819,13.0766741388,0.0,0.0,
52,0.03,836,1000,836,13.0328719024,0.0,0.0,
53,0.03,811,1000,811,13.174554912,0.0,0.0,
54,0.03,808,1000,808,13.1076915384,0.0,0.0,
55,0.03,789,1000,789,13.1144129271,0.0,0.0,
56,0.03,782,1000,782,13.1621932888,0.0,0.0,
57,0.06,796,1000,796,13.144909459,0.0,0.0,
58,0.06,814,1000,814,13.0447888384,0.0,0.0,
59,0.06,750,1000,750,13.2222751131,-90.0,0.151631721497,
60,0.05,739,1000,739,13.2717699473,-90.0,0.454895833969,
61,0.05,708,1000,708,13.3150817132,-90.0,0.737099464417,
62,0.1,704,1000,704,13.3631034307,-90.0,0.631801071167,
63,0.1,713,1000,713,13.2849694981,-90.0,0.655050750732,
64,0.1,698,1000,698,13.3854500428,-90.0,0.863719158704,
65,0.24,731,1000,731,13.1573624443,-90.0,0.943273670197,
66,0.24,719,1000,719,11.4885684156,-90.0,0.909793006897,
67,0.56,702,1000,702,13.2793333587,-90.0,1.00046012496,
68,0.56,689,1000,689,13.3999469664,-90.0,1.27370860291,
69,0.56,685,1000,685,13.4041436702,-84.2894168811,1.58922009174,
70,0.89,697,1000,697,13.3904926093,-81.869926788,1.51479986302,
71,0.89,696,1000,696,13.3949400561,-81.2538545826,1.38500611503,
72,1.25,697,1000,697,13.4188528576,-84.2893734671,1.76375317151,
73,1.25,673,1000,673,13.4595024773,-85.0302592719,2.02570562127,
74,1.25,700,1000,700,13.2334554358,-82.4053460266,1.90706192172,
75,1.64,718,1000,718,13.0174204781,-85.2363652878,1.84483810265,
76,1.64,688,1000,688,13.0437340814,-86.8201642759,2.28318687639,
77,1.98,683,1000,683,13.0794470483,-85.9143821499,2.54626248156,
78,1.98,686,1000,686,13.0206533448,-83.9909807356,2.44241322903,
