n,rtk,p,m,n,hz,t,v,
1,0.06,NaN,NaN,NaN,NaN,NaN,NaN,
2,0.03,705,1000,705,12.1191835603,81.8698976458,2.55547188589,
3,0.03,841,1000,841,11.6604643275,0.0,0.0,
4,0.03,834,1000,834,11.6873023348,0.0,0.0,
5,0.04,868,1000,868,11.7379005401,0.0,0.0,
6,0.04,839,1000,839,11.7138715813,0.0,0.0,
7,0.04,858,1000,858,11.64292079,0.0,0.0,
8,0.02,828,1000,828,11.8169713669,0.0,0.0,
9,0.02,851,1000,851,11.6803372961,0.0,0.0,
10,0.01,845,1000,845,11.7744103396,0.0,0.0,
11,0.01,856,1000,856,11.6870418101,0.0,0.0,
12,0.01,828,1000,828,11.7951051331,0.0,0.0,
13,0.04,877,1000,877,11.6826472063,0.0,0.0,
14,0.04,854,1000,854,11.6461859701,0.0,0.0,
15,0.04,809,1000,809,11.730350151,0.0,0.0,
16,0.04,749,1000,749,11.8904704532,90.0,0.126360214233,
17,0.04,759,1000,759,11.9162457171,90.0,0.151629043579,
18,0.04,765,1000,765,11.7402332761,90.0,0.151634399414,
19,0.04,784,1000,784,11.7306126102,90.0,0.1755,
20,0.07,791,1000,791,11.9295994175,90.0,0.1755,
21,0.07,767,1000,767,11.8552151817,90.0,0.181956459045,
22,0.07,759,1000,759,11.9294976265,90.0,0.1755,
23,0.13,754,1000,754,12.0548839722,90.0,0.1755,
24,0.13,747,1000,747,12.0082568676,90.0,0.1755,
25,0.19,757,1000,757,12.046297626,90.0,0.151631721497,
26,0.19,759,1000,759,12.0433921198,90.0,0.151631721497,
27,0.19,771,1000,771,12.0485122861,90.0,0.151631721497,
28,0.19,733,1000,733,12.031956672,90.0,0.126360214233,
29,0.19,758,1000,758,11.9635585727,90.0,0.126360214233,
30,0.19,752,1000,752,11.7945081057,90.0,0.126359544754,
31,0.19,759,1000,759,12.0004577811,90.0,0.105301071167,
32,0.19,770,1000,770,12.0646276603,0.0,0.0,
33,0.18,770,1000,770,12.0334064925,0.0,0.0,
34,0.18,789,1000,789,12.0331303093,0.0,0.0,
35,0.14,783,1000,783,12.0418016032,0.0,0.0,
36,0.14,847,1000,847,11.9555788658,0.0,0.0,
37,0.14,813,1000,813,11.9583057729,0.0,0.0,
38,0.12,845,1000,845,11.9033272411,0.0,0.0,
39,0.12,844,1000,844,11.9424389966,0.0,0.0,
40,0.09,812,1000,812,12.0004921161,0.0,0.0,
41,0.09,834,1000,834,10.3897071573,0.0,0.0,
42,0.09,822,1000,822,12.0059538803,0.0,0.0,
43,0.07,811,1000,811,12.0780379362,0.0,0.0,
44,0.07,803,1000,803,12.112114124,0.0,0.0,
45,0.06,836,1000,836,12.0880978045,0.0,0.0,
46,0.06,811,1000,811,12.0614011376,0.0,0.0,
