n,rtk,p,m,n,hz,t,v,
1,0.05,NaN,NaN,NaN,NaN,NaN,NaN,
2,0.03,270,1000,270,14.5889342224,-91.330336473,30.9150793959,
3,0.03,840,1000,840,12.833642881,0.0,0.0,
4,0.03,470,1000,470,12.3438486826,0.0,0.0,
5,0.03,855,1000,855,11.795370498,0.0,0.0,
6,0.03,851,1000,851,11.8095849488,0.0,0.0,
7,0.03,850,1000,850,11.8206347283,0.0,0.0,
8,0.03,816,1000,816,11.8425958082,0.0,0.0,
9,0.03,817,1000,817,11.8281684024,0.0,0.0,
10,0.02,765,1000,765,11.9954126735,0.0,0.0,
11,0.02,768,1000,768,11.9888295303,90.0,0.126358875275,
12,0.03,771,1000,771,11.9810898745,90.0,0.105301071167,
13,0.03,785,1000,785,11.9739071105,90.0,0.126358875275,
14,0.03,774,1000,774,12.0228170451,90.0,0.126360214233,
15,0.05,778,1000,778,12.0144827902,90.0,0.105301071167,
16,0.05,778,1000,778,11.972471591,90.0,0.105301071167,
17,0.02,782,1000,782,12.0244370225,0.0,0.0,
18,0.02,801,1000,801,11.9463166769,0.0,0.0,
19,0.02,793,1000,793,11.9743515077,0.0,0.0,
20,0.04,817,1000,817,11.9947265921,0.0,0.0,
21,0.04,824,1000,824,11.9891036837,0.0,0.0,
22,0.04,817,1000,817,12.0232650803,0.0,0.0,
23,0.04,874,1000,874,11.9240712891,0.0,0.0,
24,0.04,818,1000,818,12.0094258857,0.0,0.0,
25,0.03,858,1000,858,11.9730525931,0.0,0.0,
26,0.03,836,1000,836,11.951456781,0.0,0.0,
27,0.03,856,1000,856,11.8876396215,0.0,0.0,
28,0.03,868,1000,868,11.9277674453,0.0,0.0,
29,0.03,869,1000,869,11.9497202247,0.0,0.0,
30,0.04,862,1000,862,11.8459405035,0.0,0.0,
31,0.04,857,1000,857,11.9665963863,0.0,0.0,
32,0.07,845,1000,845,11.9776342317,0.0,0.0,
33,0.07,859,1000,859,11.9340459857,0.0,0.0,
34,0.07,861,1000,861,11.9205129371,0.0,0.0,
35,0.07,839,1000,839,10.4360063398,0.0,0.0,
36,0.07,873,1000,873,11.8969459911,0.0,0.0,
37,0.09,856,1000,856,11.9527169515,0.0,0.0,
38,0.09,864,1000,864,11.8918863747,0.0,0.0,
39,0.09,859,1000,859,11.9759242551,0.0,0.0,
40,0.08,855,1000,855,11.9567376493,0.0,0.0,
41,0.08,866,1000,866,11.8802992236,0.0,0.0,
42,0.09,873,1000,873,11.9068753389,0.0,0.0,
43,0.09,874,1000,874,11.9480182084,0.0,0.0,
44,0.09,853,1000,853,11.9792078416,0.0,0.0,
45,0.07,867,1000,867,11.8521331728,0.0,0.0,
46,0.07,861,1000,861,11.9740438445,0.0,0.0,
47,0.04,868,1000,868,11.9419969649,0.0,0.0,
48,0.04,860,1000,860,11.9061655501,0.0,0.0,
